country,original_title,year,genre,votes,avg_vote
USA,G-Force,2009,Animation,41904,5.1
USA,The Departed,2006,Crime,1159703,8.5
USA,What Lies Beneath,2000,Drama,116054,6.6
UK,Pacific Rim: Uprising,2018,Action,102915,5.6
USA,The Bourne Supremacy,2004,Action,427227,7.7
USA,Sex and the City 2,2010,Comedy,72948,4.5
USA,Shakespeare in Love,1998,Comedy,210981,7.1
USA,Divergent,2014,Action,418338,6.7
USA,Coming to America,1988,Comedy,160374,7
USA,Wedding Crashers,2005,Comedy,327881,6.9
USA,Bridesmaids,2011,Comedy,263044,6.8
USA,Maze Runner: The Death Cure,2018,Action,107184,6.2
USA,Casper,1995,Comedy,117023,6.1
USA,American Pie 2,2001,Comedy,236374,6.4
USA,Pitch Perfect 2,2015,Comedy,139566,6.4
USA,The Green Mile,1999,Crime,1112336,8.6
USA,Oblivion,2013,Action,476845,7
USA,Elysium,2013,Action,413841,6.6
USA,Lethal Weapon 4,1998,Action,151030,6.6
USA,John Carter,2012,Action,251828,6.6
USA,Turbo,2013,Animation,81691,6.4
UK,Paddington,2014,Adventure,94983,7.2
UK,Bridget Jones's Diary,2001,Comedy,219944,6.7
USA,The Tourist,2010,Action,220037,6
USA,Split,2016,Horror,408269,7.3
USA,Scary Movie,2000,Comedy,228332,6.2
USA,xXx,2002,Action,171591,5.9
USA,The Bourne Legacy,2012,Action,280665,6.7
USA,Mr. Peabody & Sherman,2014,Animation,61042,6.8
USA,Scooby-Doo,2002,Adventure,96464,5.1
USA,Lincoln,2012,Biography,240462,7.3
USA,Lara Croft: Tomb Raider,2001,Action,195155,5.8
UK,Tomb Raider,2018,Action,185701,6.3
USA,The Expendables,2010,Action,321130,6.5
USA,Cloudy with a Chance of Meatballs 2,2013,Animation,88117,6.4
USA,The Little Mermaid,1989,Animation,231653,7.6
USA,The Nutty Professor,1996,Comedy,107928,5.6
USA,Jerry Maguire,1996,Comedy,238398,7.3
USA,Bad Boys II,2003,Action,227621,6.6
USA,Lilo & Stitch,2002,Animation,163741,7.2
USA,The Silence of the Lambs,1991,Crime,1234134,8.6
USA,Get Out,2017,Horror,472430,7.7
USA,Grown Ups,2010,Comedy,224280,5.9
USA,Neighbors,2014,Comedy,280904,6.3
USA,The Firm,1993,Drama,116699,6.8
USA,We're the Millers,2013,Comedy,395325,7
Germany,Gran Torino,2008,Drama,707142,8.1
USA,"10,000 BC",2008,Action,124337,5.1
USA,American Gangster,2007,Biography,383688,7.8
USA,Epic,2013,Animation,98588,6.7
UK,Exodus: Gods and Kings,2014,Action,157504,6
USA,Bambi,1942,Animation,128243,7.3
USA,The Princess and the Frog,2009,Animation,120611,7.1
USA,Batman Returns,1992,Action,269035,7
USA,Indecent Proposal,1993,Drama,61868,6
USA,Something's Gotta Give,2003,Comedy,110012,6.7
UK,Bridget Jones: The Edge of Reason,2004,Comedy,103340,6
USA,The Incredible Hulk,2008,Action,426219,6.7
USA,Waterworld,1995,Action,177164,6.2
USA,The Truman Show,1998,Comedy,910502,8.1
USA,Charlie's Angels,2000,Action,173640,5.5
France,The Fifth Element,1997,Action,425954,7.7
USA,Jumanji,1995,Adventure,299083,7
USA,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,346660,7.3
USA,Robots,2005,Animation,130168,6.3
USA,Knight and Day,2010,Action,177351,6.3
USA,Total Recall,1990,Action,295762,7.5
USA,Terminator: Dark Fate,2019,Action,132793,6.2
USA,The Lone Ranger,2013,Action,218067,6.4
USA,Super 8,2011,Action,334427,7
China,Xun long jue,2015,Action,3381,6
USA,Blade Runner 2049,2017,Action,440890,8
USA,Charlie's Angels: Full Throttle,2003,Action,119317,4.9
USA,Rush Hour 3,2007,Action,150686,6.2
UK,The Full Monty,1997,Comedy,97312,7.2
China,Gong fu yu jia,2017,Action,8649,5.2
South Korea,Gisaengchung,2019,Comedy,470931,8.6
USA,Annabelle,2014,Horror,137122,5.4
USA,The Village,2004,Drama,238570,6.5
USA,Erin Brockovich,2000,Biography,170733,7.3
USA,Marley & Me,2008,Comedy,144191,7.1
USA,Halloween,2018,Crime,112488,6.6
USA,Us,2019,Horror,210015,6.9
USA,Cliffhanger,1993,Action,117604,6.4
India,Bãhubali 2: The Conclusion,2017,Action,72607,8.2
Australia,Babe,1995,Comedy,115074,6.8
China,Men in Black: International,2019,Action,103315,5.6
USA,Wild Hogs,2007,Action,112931,5.8
USA,High School Musical 3: Senior Year,2008,Comedy,56762,4.8
USA,Hercules,1997,Animation,200263,7.3
USA,Dark Phoenix,2019,Action,146150,5.8
USA,True Grit,2010,Drama,305020,7.6
UK,Bean,1997,Adventure,95682,6.5
USA,American Hustle,2013,Crime,440628,7.2
USA,Enemy of the State,1998,Action,223789,7.3
USA,You've Got Mail,1998,Comedy,190193,6.6
USA,Eragon,2006,Action,120776,5.1
USA,Brother Bear,2003,Animation,94355,6.8
USA,The Mask of Zorro,1998,Action,166238,6.7
USA,The Ring,2002,Horror,315069,7.1
USA,The Blair Witch Project,1999,Horror,227601,6.5
USA,Unbreakable,2000,Drama,380103,7.3
China,Journey to the West: Demon Chapter,2017,Adventure,2620,5.4
USA,Dumb and Dumber,1994,Comedy,347396,7.3
USA,Glass,2019,Drama,197883,6.7
USA,Grown Ups 2,2013,Comedy,137683,5.4
USA,The Peanuts Movie,2015,Animation,41469,7.1
USA,Back to the Future Part III,1990,Adventure,393950,7.4
USA,The Godfather,1972,Crime,1572674,9.2
USA,Dolittle,2020,Adventure,39245,5.6
USA,Rango,2011,Animation,231174,7.2
UK,Four Weddings and a Funeral,1994,Comedy,136126,7
USA,Face/Off,1997,Action,343489,7.3
USA,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Action,82613,6
USA,Dark Shadows,2012,Comedy,242866,6.2
USA,Hulk,2003,Action,248768,5.6
France,Bienvenue chez les Ch'tis,2008,Comedy,38734,7.1
UK,Love Actually,2003,Comedy,415761,7.6
USA,Pixels,2015,Action,128972,5.5
USA,Hercules,2014,Action,143777,6
USA,Rush Hour,1998,Action,234650,7
USA,Journey to the Center of the Earth,2008,Action,111377,5.8
USA,After Earth,2013,Action,189179,4.8
USA,A Few Good Men,1992,Drama,229444,7.7
USA,Cloudy with a Chance of Meatballs,2009,Animation,200180,6.9
USA,8 Mile,2002,Drama,244894,7.1
USA,Daddy's Home,2015,Comedy,105614,6.2
USA,RoboCop,2014,Action,213760,6.1
USA,Eraser,1996,Action,101977,6.1
USA,Alien: Covenant,2017,Horror,248096,6.4
USA,Sully,2016,Biography,229971,7.4
USA,Assassin's Creed,2016,Action,181433,5.7
USA,Click,2006,Comedy,300363,6.4
USA,Die Hard 2,1990,Action,329774,7.2
Germany,Resident Evil: Retribution,2012,Action,130855,5.4
Australia,'Crocodile' Dundee II,1988,Action,52541,5.6
USA,Planes,2013,Animation,41636,5.7
USA,Crazy Rich Asians,2018,Comedy,133010,6.9
USA,Batman & Robin,1997,Action,230579,3.7
USA,Gulliver's Travels,2010,Adventure,64747,4.9
USA,Gone in Sixty Seconds,2000,Action,256788,6.5
USA,Saturday Night Fever,1977,Drama,69620,6.8
USA,Silver Linings Playbook,2012,Comedy,651122,7.7
USA,2 Fast 2 Furious,2003,Action,246757,5.9
Japan,Hauru no ugoku shiro,2004,Animation,319137,8.2
USA,Hidden Figures,2016,Biography,193340,7.8
USA,A.I. Artificial Intelligence,2001,Drama,286428,7.2
USA,Dead Poets Society,1989,Comedy,411182,8.1
USA,Spy,2015,Action,225974,7
USA,American Pie,1999,Comedy,370091,7
USA,American Reunion,2012,Comedy,200052,6.7
USA,Big Daddy,1999,Comedy,195700,6.4
USA,Alvin and the Chipmunks: The Road Chip,2015,Animation,16287,5
UK,The Imitation Game,2014,Biography,668033,8
USA,The Day the Earth Stood Still,2008,Drama,161595,5.5
USA,American Wedding,2003,Comedy,191578,6.3
USA,The Girl with the Dragon Tattoo,2011,Crime,411774,7.8
USA,Juno,2007,Comedy,483876,7.4
USA,Argo,2012,Biography,563198,7.7
UK,Mr. Bean's Holiday,2007,Comedy,113282,6.4
USA,The English Patient,1996,Drama,175462,7.4
USA,Sister Act,1992,Comedy,85553,6.4
USA,Annabelle Comes Home,2019,Horror,53649,5.9
USA,Constantine,2005,Action,299527,7
USA,Get Smart,2008,Action,200748,6.5
USA,Space Jam,1996,Animation,158796,6.4
Italy,La vita è bella,1997,Comedy,605648,8.6
USA,The Heat,2013,Action,160124,6.6
USA,Ghostbusters,2016,Action,200067,5.2
USA,Ghost Rider,2007,Action,219971,5.2
China,Xia Luo te fan nao,2015,Comedy,2122,6.7
UK,Paddington 2,2017,Adventure,58049,7.8
USA,Sleepless in Seattle,1993,Comedy,156290,6.8
USA,Lethal Weapon 2,1989,Action,158884,7.2
USA,The Green Hornet,2011,Action,153763,5.8
USA,Out of Africa,1985,Biography,70818,7.2
China,Fang hua,2017,Drama,2547,7.1
UK,Baby Driver,2017,Action,422594,7.6
USA,Immortals,2011,Action,158793,6
France,Taken,2008,Action,558000,7.8
UK,Percy Jackson & the Olympians: The Lightning Thief,2010,Adventure,174198,5.9
Germany,Hansel & Gretel: Witch Hunters,2013,Action,192084,6.1
USA,Good Will Hunting,1997,Drama,837379,8.3
France,Valerian and the City of a Thousand Planets,2017,Action,157560,6.5
China,Shao nian de ni,2019,Crime,2328,7.6
USA,Ford v Ferrari,2019,Action,251782,8.1
USA,Jumper,2008,Action,282968,6.1
USA,The Social Network,2010,Biography,608745,7.7
UK,Chicken Run,2000,Animation,173987,7
USA,Con Air,1997,Action,271350,6.9
USA,Interview with the Vampire: The Vampire Chronicles,1994,Drama,289538,7.5
USA,Flightplan,2005,Drama,150163,6.3
USA,Yes Man,2008,Comedy,329778,6.8
USA,Pulp Fiction,1994,Crime,1780147,8.9
UK,Non-Stop,2014,Action,246465,6.9
USA,"Honey, I Shrunk the Kids",1989,Adventure,139632,6.4
USA,Wild Wild West,1999,Action,150995,4.9
USA,Elf,2003,Comedy,211602,6.9
USA,Geostorm,2017,Action,90841,5.3
USA,Presumed Innocent,1990,Mystery,36750,6.9
USA,Collateral,2004,Crime,352788,7.5
USA,Scary Movie 3,2003,Comedy,135366,5.5
USA,Inferno,2016,Action,153986,6.2
USA,Knocked Up,2007,Comedy,345741,6.9
USA,Green Lantern,2011,Action,263315,5.5
USA,What Happens in Vegas,2008,Comedy,163171,6.1
USA,It's Complicated,2009,Comedy,84674,6.5
USA,The Terminal,2004,Comedy,396732,7.4
USA,Captain Phillips,2013,Adventure,412102,7.8
USA,The Prince of Egypt,1998,Animation,115737,7.1
USA,Jack Reacher,2012,Action,301986,7
UK,Kingdom of Heaven,2005,Action,262672,7.2
USA,Dirty Dancing,1987,Drama,197346,7
USA,The Emoji Movie,2017,Animation,54055,3.3
USA,Dracula Untold,2014,Action,174045,6.3
USA,Central Intelligence,2016,Action,155085,6.3
USA,Million Dollar Baby,2004,Drama,623282,8.1
USA,The Help,2011,Drama,419566,8
USA,Twins,1988,Comedy,111813,6.1
USA,Little Women,2019,Drama,122387,7.8
USA,Valentine's Day,2010,Comedy,112228,5.7
USA,Bad Teacher,2011,Comedy,189837,5.6
USA,One Hundred and One Dalmatians,1961,Animation,149029,7.2
USA,Clear and Present Danger,1994,Action,87565,6.9
USA,Ted 2,2015,Comedy,180324,6.3
USA,Dracula,1992,Horror,187216,7.4
USA,Vertical Limit,2000,Action,57823,5.9
USA,Ghostbusters II,1989,Action,179242,6.6
USA,The Patriot,2000,Action,250764,7.2
USA,The Sorcerer's Apprentice,2010,Action,150831,6.1
USA,Just Go with It,2011,Comedy,217122,6.4
USA,The Expendables 3,2014,Action,165983,6.1
USA,The Fast and the Furious,2001,Action,341160,6.8
USA,Creed II,2018,Drama,99570,7.1
USA,Public Enemies,2009,Biography,277787,7
USA,Smallfoot,2018,Animation,31935,6.6
USA,The Bourne Identity,2002,Action,499095,7.9
USA,Disclosure,1994,Drama,45550,6.1
Germany,The Aviator,2004,Biography,327091,7.5
Taiwan,Wo hu cang long,2000,Action,249561,7.8
USA,Braveheart,1995,Biography,941683,8.3
USA,Into the Woods,2014,Adventure,129755,5.9
USA,Bedtime Stories,2008,Comedy,86813,6
USA,Miss Congeniality,2000,Action,183055,6.2
USA,Entrapment,1999,Action,105339,6.3
USA,Ace Ventura: When Nature Calls,1995,Adventure,199031,6.4
USA,End of Days,1999,Action,104266,5.8
USA,Bridget Jones's Baby,2016,Comedy,66417,6.5
USA,Fury,2014,Action,415279,7.6
USA,Battle Los Angeles,2011,Action,172606,5.7
UK,Australia,2008,Adventure,117975,6.6
USA,Due Date,2010,Comedy,318791,6.5
USA,Master and Commander: The Far Side of the World,2003,Action,198459,7.4
Germany,A Series of Unfortunate Events,2004,Adventure,193135,6.8
South Africa,District 9,2009,Action,630278,7.9
USA,The Jungle Book,1967,Animation,162375,7.6
UK,Moonraker,1979,Action,88721,6.3
Spain,The Others,2001,Horror,330588,7.6
USA,Horrible Bosses,2011,Comedy,416024,6.9
China,Hou lai de wo men,2018,Drama,2512,7.3
Germany,Red Dragon,2002,Crime,246522,7.2
USA,Tomorrowland,2015,Action,169586,6.4
UK,Me Before You,2016,Drama,200097,7.4
South Africa,Safe House,2012,Action,202221,6.7
USA,S.W.A.T.,2003,Action,136189,6
USA,Traffic,2000,Crime,193193,7.6
USA,Paranormal Activity 3,2011,Horror,88995,5.8
USA,Philadelphia,1993,Drama,219688,7.7
Germany,Sleepy Hollow,1999,Fantasy,323190,7.3
USA,The Holiday,2006,Comedy,237300,6.9
UK,London Has Fallen,2016,Action,141509,5.9
USA,A Dog's Purpose,2017,Adventure,63485,7.2
USA,The Break-Up,2006,Comedy,123285,5.8
China,Xi you: Xiang mo pian,2013,Action,11396,6.8
France,JFK,1991,Drama,138655,8
USA,White House Down,2013,Action,203010,6.4
USA,Fun with Dick and Jane,2005,Comedy,132575,6.2
USA,Eat Pray Love,2010,Biography,86198,5.8
USA,You Don't Mess with the Zohan,2008,Comedy,187831,5.5
USA,King Arthur,2004,Action,157683,6.3
USA,Hairspray,2007,Comedy,118172,6.6
USA,Yogi Bear,2010,Animation,20027,4.6
UK,Everest,2015,Action,192978,7.1
USA,Vanilla Sky,2001,Fantasy,244825,6.9
USA,Arrival,2016,Drama,575657,7.9
USA,Need for Speed,2014,Action,161017,6.4
Japan,Gake no ue no Ponyo,2008,Animation,120185,7.7
USA,Garfield,2004,Animation,77678,5
Canada,The Addams Family,2019,Animation,23558,5.8
USA,Patch Adams,1998,Biography,102479,6.8
USA,Teenage Mutant Ninja Turtles,1990,Action,83820,6.8
USA,Kindergarten Cop,1990,Action,133443,6.1
USA,Birds of Prey: Harley Quinn,2020,Action,137373,6.1
USA,Straight Outta Compton,2015,Biography,176177,7.8
USA,21 Jump Street,2012,Action,502220,7.2
USA,Valkyrie,2008,Drama,224844,7.1
USA,Open Season,2006,Animation,84628,6.1
USA,Cats & Dogs,2001,Action,55612,5.1
USA,The Hunt for Red October,1990,Action,175033,7.6
USA,Percy Jackson: Sea of Monsters,2013,Adventure,108432,5.8
USA,Two Weeks Notice,2002,Comedy,104922,6.1
USA,RED,2010,Action,284340,7
USA,City of Angels,1998,Drama,111922,6.7
Canada,The Pacifier,2005,Action,86211,5.6
USA,50 First Dates,2004,Comedy,320588,6.8
USA,Total Recall,2012,Action,237318,6.3
Spain,Lo imposible,2012,Drama,192273,7.6
China,Ren zai jiong tu: Tai jiong,2012,Adventure,2917,6.2
UK,Christopher Robin,2018,Comedy,65938,7.3
UK,Jack the Giant Slayer,2013,Adventure,129795,6.2
USA,Smurfs: The Lost Village,2017,Animation,17800,6
USA,Spy Kids 3: Game Over,2003,Action,53750,4.3
USA,Panic Room,2002,Crime,253016,6.8
USA,The Other Woman,2014,Comedy,129001,6
USA,Stargate,1994,Action,172526,7.1
USA,Beowulf,2007,Animation,159693,6.2
USA,The Vow,2012,Drama,181401,6.8
USA,Anger Management,2003,Comedy,200456,6.3
USA,Tropic Thunder,2008,Action,371908,7
USA,The Shape of Water,2017,Adventure,357610,7.3
USA,The Pelican Brief,1993,Crime,75308,6.6
USA,The BFG,2016,Adventure,75533,6.4
UK,Rocketman,2019,Biography,124399,7.3
USA,The Intern,2015,Comedy,213024,7.1
UK,Downton Abbey,2019,Drama,35846,7.4
UK,The Curse of the Were-Rabbit,2005,Animation,123120,7.4
UK,Gnomeo & Juliet,2011,Animation,51582,5.9
USA,The Sum of All Fears,2002,Action,101506,6.4
USA,Gangs of New York,2002,Crime,396984,7.5
China,Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,Action,2778,5.9
USA,Paranormal Activity,2007,Horror,217252,6.3
Japan,Tenki no ko,2019,Animation,16277,7.6
USA,The Post,2017,Drama,130017,7.2
USA,The Equalizer,2014,Action,325508,7.2
Denmark,The Lego Movie 2: The Second Part,2019,Animation,51436,6.6
USA,The Addams Family,1991,Comedy,127364,6.9
USA,The Longest Yard,2005,Comedy,159468,6.4
USA,Cheaper by the Dozen,2003,Comedy,92277,5.9
USA,The Equalizer 2,2018,Action,125883,6.7
USA,Hollow Man,2000,Action,121916,5.8
USA,Outbreak,1995,Action,117364,6.6
USA,The Santa Clause,1994,Comedy,92289,6.5
USA,The X Files,1998,Drama,99632,7
USA,Rambo III,1988,Action,119641,5.8
USA,The Secret Life of Walter Mitty,2013,Comedy,288525,7.3
China,Mou seung,2018,Action,3589,6.9
USA,Jaws 2,1978,Adventure,69533,5.8
USA,12 Years a Slave,2013,Biography,624629,8.1
USA,Heat,1995,Crime,562387,8.2
USA,Mr. Popper's Penguins,2011,Comedy,86091,6
USA,The Grudge,2004,Horror,137206,5.9
USA,I Now Pronounce You Chuck & Larry,2007,Comedy,139443,5.9
USA,The Horse Whisperer,1998,Drama,38447,6.6
USA,Walk the Line,2005,Biography,229549,7.8
USA,The Jungle Book 2,2003,Animation,14739,5.4
USA,The Final Destination,2009,Horror,95087,5.2
USA,Atlantis: The Lost Empire,2001,Animation,101439,6.9
USA,Inside Man,2006,Crime,331649,7.6
USA,The Waterboy,1998,Comedy,145886,6.1
UK,Hugo,2011,Drama,299666,7.5
USA,Pitch Perfect 3,2017,Comedy,54010,5.8
USA,Watchmen,2009,Action,491133,7.6
USA,The Birdcage,1996,Comedy,78136,7.1
Australia,Moulin Rouge!,2001,Drama,262869,7.6
USA,Snow White and the Seven Dwarfs,1937,Animation,177157,7.6
USA,Hop,2011,Animation,30778,5.4
USA,Bad Moms,2016,Comedy,111046,6.2
USA,Jupiter Ascending,2015,Action,175935,5.3
USA,Knowing,2009,Action,217720,6.2
USA,102 Dalmatians,2000,Adventure,34086,4.9
Japan,Stand by Me Doraemon,2014,Animation,5458,7.4
USA,Storks,2016,Animation,54796,6.8
USA,Paul Blart: Mall Cop,2009,Action,101068,5.2
USA,Wayne's World,1992,Comedy,141353,7
USA,Maverick,1994,Action,99869,7
USA,Mirror Mirror,2012,Adventure,82866,5.6
France,The Man in the Iron Mask,1998,Action,154083,6.5
USA,Cape Fear,1991,Crime,168724,7.3
USA,The Haunted Mansion,2003,Comedy,41032,5
China,Xi you ji: Da nao tian gong,2014,Action,4606,4.9
USA,While You Were Sleeping,1995,Comedy,89629,6.7
USA,The Bridges of Madison County,1995,Drama,71194,7.6
China,Du cheng feng yun III,2016,Comedy,2927,2.3
USA,Poseidon,2006,Action,96734,5.7
USA,The First Wives Club,1996,Comedy,42281,6.4
USA,Scooby-Doo 2: Monsters Unleashed,2004,Adventure,48206,5.1
USA,Hot Shots!,1991,Action,97436,6.8
USA,Road to Perdition,2002,Crime,242441,7.7
USA,Kill Bill: Vol. 1,2003,Action,977296,8.1
USA,The Scorpion King,2002,Action,128674,5.5
USA,Sweet Home Alabama,2002,Comedy,100636,6.2
USA,Daddy's Home 2,2017,Comedy,59328,6
USA,Deja Vu,2006,Action,288673,7
Australia,Hacksaw Ridge,2016,Biography,418336,8.1
China,Abominable,2019,Animation,25813,7
USA,Dangerous Minds,1995,Biography,47606,6.5
USA,The Dictator,2012,Comedy,268038,6.4
USA,The League of Extraordinary Gentlemen,2003,Action,164344,5.8
USA,Allegiant,2016,Action,105498,5.7
USA,Daredevil,2003,Action,204269,5.3
USA,City Slickers,1991,Comedy,47309,6.8
Germany,He's Just Not That Into You,2009,Comedy,159672,6.4
USA,Eagle Eye,2008,Action,173902,6.6
USA,Along Came Polly,2004,Comedy,124480,6
UK,Flushed Away,2006,Animation,110469,6.6
USA,Scary Movie 4,2006,Comedy,112056,5.1
USA,Dante's Peak,1997,Action,79800,5.9
USA,Brokeback Mountain,2005,Drama,317082,7.7
USA,Patriot Games,1992,Action,100936,6.9
USA,Flubber,1997,Comedy,83052,5.3
UK,Baywatch,2017,Action,156266,5.5
USA,Double Jeopardy,1999,Crime,72485,6.5
USA,War Horse,2011,Action,144320,7.2
USA,Paranormal Activity 2,2010,Horror,97205,5.6
USA,How to Lose a Guy in 10 Days,2003,Comedy,205336,6.4
USA,AVP: Alien vs. Predator,2004,Action,181945,5.6
China,Ying xiong,2002,Action,172037,7.9
USA,The 40 Year Old Virgin,2005,Comedy,387842,7.1
USA,The Butler,2013,Biography,106839,7.2
USA,The Haunting,1999,Fantasy,70086,5
USA,The Descendants,2011,Comedy,230101,7.3
USA,The A-Team,2010,Action,243142,6.7
USA,Tootsie,1982,Comedy,96041,7.4
USA,In the Line of Fire,1993,Action,90512,7.2
USA,Analyze This,1999,Comedy,143917,6.7
USA,The Hitman's Bodyguard,2017,Action,181090,6.9
USA,Looper,2012,Action,526225,7.4
France,Qu'est-ce qu'on a fait au Bon Dieu?,2014,Comedy,38130,7
Hong Kong,Yip Man 4,2019,Action,20858,7.1
USA,Dr. Dolittle 2,2001,Comedy,41189,4.7
USA,The Italian Job,2003,Action,337492,7
USA,The Bucket List,2007,Comedy,226825,7.4
USA,Sleeping with the Enemy,1991,Drama,48811,6.3
USA,Cowboys & Aliens,2011,Action,204846,6
USA,The Mule,2018,Crime,101090,7
USA,George of the Jungle,1997,Action,70236,5.5
USA,Evan Almighty,2007,Comedy,137414,5.4
USA,Identity Thief,2013,Comedy,122413,5.7
USA,The Nutcracker and the Four Realms,2018,Adventure,26839,5.5
Germany,Big Momma's House,2000,Action,79813,5.2
USA,In Time,2011,Action,363670,6.7
France,Le fabuleux destin d'Amélie Poulain,2001,Comedy,690480,8.3
China,Mei Gong he xing dong,2016,Action,3921,6.6
USA,Anchorman 2: The Legend Continues,2013,Comedy,165737,6.3
USA,Creed,2015,Drama,241768,7.6
China,Gemini Man,2019,Action,75445,5.7
USA,John Wick: Chapter 2,2017,Action,352050,7.5
USA,The Girl on the Train,2016,Crime,164886,6.5
USA,Scream,1996,Horror,278908,7.2
USA,Cold Mountain,2003,Adventure,138013,7.2
USA,Black Hawk Down,2001,Drama,358188,7.7
Germany,The Grand Budapest Hotel,2014,Adventure,687669,8.1
USA,The Santa Clause 2,2002,Comedy,48333,5.6
USA,Cloverfield,2008,Action,367611,7
USA,Scream 2,1997,Horror,153698,6.2
USA,Couples Retreat,2009,Comedy,100007,5.5
USA,Antz,1998,Animation,144455,6.5
USA,Blood Diamond,2006,Adventure,489786,8
USA,No Country for Old Men,2007,Crime,831694,8.1
USA,Spies in Disguise,2019,Animation,27906,6.8
USA,Cocktail,1988,Comedy,77870,5.9
Hong Kong,Sap ji sang ciu,2012,Action,20926,6.1
USA,Mr. Deeds,2002,Comedy,133994,5.8
USA,Contact,1997,Drama,249088,7.4
USA,Superbad,2007,Comedy,511454,7.6
USA,The Other Guys,2010,Action,238059,6.6
USA,The Specialist,1994,Action,61509,5.6
