country,original_title,year,genre,votes,avg_vote
USA,Grand Prix,1966,Drama,8036,7.2
Italy,6 donne per l'assassino,1964,Horror,8671,7.2
Spain,¿Qué he hecho yo para merecer esto?,1984,Comedy,8487,7.2
USA,The Call of Cthulhu,2005,Fantasy,7673,7.2
India,Race Gurram,2014,Action,8312,7.2
India,Atharintiki Daaredi,2013,Action,8141,7.2
India,Pokkiri,2007,Action,8044,7.2
Japan,The Yakuza,1974,Action,7651,7.2
Czechoslovakia,Valerie a týden divu,1970,Adventure,7924,7.2
India,Shaitan,2011,Action,7859,7.2
USA,"Yours, Mine and Ours",1968,Comedy,7572,7.2
USA,The Life of Emile Zola,1937,Biography,6915,7.2
USA,Darby O'Gill and the Little People,1959,Adventure,6822,7.2
Italy,Il Casanova di Federico Fellini,1976,Biography,6933,7.2
USA,The Bank Dick,1940,Comedy,6586,7.2
Netherlands,De vierde man,1983,Drama,6875,7.2
UK,Women in Love,1969,Drama,6847,7.2
USA,Ministry of Fear,1944,Crime,6450,7.2
Austria,71 Fragmente einer Chronologie des Zufalls,1994,Drama,6697,7.2
USA,The Agony and the Ecstasy,1965,Biography,6421,7.2
Germany,"Der Golem, wie er in die Welt kam",1920,Fantasy,6577,7.2
USA,Little Women,1933,Drama,6254,7.2
USA,Big Wednesday,1978,Drama,6011,7.2
Hong Kong,Shi di chu ma,1980,Action,6372,7.2
France,La folie des grandeurs,1971,Adventure,6321,7.2
USA,Pocketful of Miracles,1961,Comedy,5922,7.2
France,Les trois frères,1995,Comedy,6033,7.2
USA,Babes in Toyland,1934,Comedy,5901,7.2
USA,They Died with Their Boots On,1941,Biography,5669,7.2
USA,The Three Musketeers,1948,Action,5605,7.2
UK,Born Free,1966,Adventure,5852,7.2
India,Saajan,1991,Drama,5831,7.2
USA,The Little Princess,1939,Comedy,5500,7.2
Finland,I Hired a Contract Killer,1990,Comedy,5641,7.2
USA,The Fugitive Kind,1960,Drama,5419,7.2
UK,The Nanny,1965,Mystery,5214,7.2
UK,Elvis and Anabelle,2007,Drama,5009,7.2
Hong Kong,Gwok chaan Ling Ling Chat,1994,Action,5271,7.2
USA,He Walked by Night,1948,Crime,4911,7.2
UK,Deep End,1970,Comedy,5151,7.2
UK,Far from the Madding Crowd,1967,Drama,5090,7.2
UK,In Which We Serve,1942,Drama,5021,7.2
USA,It's a Gift,1934,Comedy,4807,7.2
USA,San Francisco,1936,Drama,4794,7.2
USA,To Hell and Back,1955,Action,4776,7.2
USA,The Hunchback of Notre Dame,1923,Drama,4711,7.2
USA,Desperate Living,1977,Comedy,4703,7.2
UK,Murder Most Foul,1964,Comedy,4754,7.2
UK,Our Man in Havana,1959,Comedy,4733,7.2
USA,Man's Favorite Sport?,1964,Comedy,4660,7.2
USA,Life with Father,1947,Comedy,4567,7.2
USA,Experiment in Terror,1962,Crime,4553,7.2
France,Les amants,1958,Drama,4651,7.2
USA,Ride Lonesome,1959,Drama,4446,7.2
USA,Possessed,1947,Crime,4433,7.2
UK,The Day the Earth Caught Fire,1961,Drama,4487,7.2
USA,Born to Kill,1947,Crime,4403,7.2
India,Julayi,2012,Action,4433,7.2
USA,7 Faces of Dr. Lao,1964,Fantasy,4360,7.2
UK,Night Train to Munich,1940,Thriller,4412,7.2
USA,Phantom Lady,1944,Crime,4198,7.2
Germany,Lisbon Story,1994,Drama,4392,7.2
USA,The Reckless Moment,1949,Crime,4175,7.2
UK,Nicholas and Alexandra,1971,Biography,4313,7.2
Argentina,Hawaii,2013,Drama,4265,7.2
Denmark,Lykke-Per,2018,Drama,4217,7.2
Spain,La ardilla roja,1993,Comedy,4208,7.2
USA,Holiday Affair,1949,Comedy,4145,7.2
USA,Cooley High,1975,Comedy,4045,7.2
USA,Raw Deal,1948,Crime,4017,7.2
Sweden,Fyra nyanser av brunt,2004,Comedy,4120,7.2
UK,"Fratello sole, sorella luna",1972,Biography,4083,7.2
USA,Boomerang!,1947,Crime,3964,7.2
Italy,Prova d'orchestra,1978,Comedy,4021,7.2
USA,The Red Badge of Courage,1951,Drama,3954,7.2
Hong Kong,Siu ngo gong woo: Dung Fong Bat Bai,1992,Action,3974,7.2
USA,I Wake Up Screaming,1941,Crime,3918,7.2
India,3,2012,Drama,3960,7.2
USA,That Hamilton Woman,1941,Drama,3917,7.2
UK,The Scapegoat,2012,Drama,3948,7.2
France,Les ripoux,1984,Comedy,3918,7.2
USA,Drácula,1931,Drama,3901,7.2
USA,The Gambler,1974,Crime,3885,7.2
USA,Follow the Fleet,1936,Comedy,3878,7.2
USA,The Pearl of Death,1944,Crime,3813,7.2
USA,Go West,1925,Comedy,3710,7.2
Federal Republic of Yugoslavia,Zona Zamfirova,2002,Comedy,3867,7.2
USA,Summer Stock,1950,Musical,3597,7.2
Sweden,Emil i Lönneberga,1971,Comedy,3778,7.2
USA,Manhattan Melodrama,1934,Crime,3514,7.2
Japan,Ghost in the Shell Arise: Border 1 - Ghost Pain,2013,Animation,3672,7.2
Serbia,Ivkova slava,2005,Comedy,3634,7.2
USA,'G' Men,1935,Crime,3502,7.2
Spain,El milagro de P. Tinto,1998,Comedy,3563,7.2
Sweden,Djävulens öga,1960,Comedy,3515,7.2
USA,Marked Woman,1937,Crime,3437,7.2
USA,State of the Union,1948,Comedy,3400,7.2
Japan,Deddo ribusu,2004,Animation,3490,7.2
UK,I'm All Right Jack,1959,Comedy,3470,7.2
USA,The Big Trail,1930,Adventure,3312,7.2
Spain,Vacas,1992,Drama,3422,7.2
USA,Three on a Match,1932,Crime,3280,7.2
Japan,Shûbun,1950,Drama,3391,7.2
Iran,Ye habe ghand,2011,Comedy,3364,7.2
India,Shor in the City,2010,Crime,3360,7.2
India,Margarita with a Straw,2014,Drama,3358,7.2
South Korea,Suchwiin bulmyeong,2001,Drama,3318,7.2
France,Bernie,1996,Comedy,3312,7.2
USA,Nightfall,1956,Crime,3204,7.2
Russia,Osobennosti natsionalnoy rybalki,1998,Comedy,3298,7.2
UK,No Highway,1951,Drama,3200,7.2
Germany,Schtonk,1992,Comedy,3267,7.2
Yugoslavia,Bitka na Neretvi,1969,Drama,3174,7.2
USA,Bluebeard's Eighth Wife,1938,Comedy,3156,7.2
USA,The Smiling Lieutenant,1931,Comedy,3148,7.2
USA,Road to Utopia,1945,Adventure,3142,7.2
USA,The Mask of Dimitrios,1944,Crime,3077,7.2
USA,Kid Galahad,1937,Crime,3040,7.2
India,1942: A Love Story,1994,Romance,3101,7.2
USA,The Story of Luke,2012,Comedy,2993,7.2
USA,The Ghost Breakers,1940,Comedy,2935,7.2
UK,Bait,2019,Drama,3036,7.2
Turkey,Umudumuz Saban,1979,Comedy,3021,7.2
USA,Young Man with a Horn,1950,Biography,2933,7.2
India,Satte Pe Satta,1982,Action,2977,7.2
Lithuania,Tadas Blinda. Pradzia,2011,Adventure,2944,7.2
USA,Pitfall,1948,Crime,2933,7.2
USA,The Prowler,1951,Drama,2921,7.2
USA,Story of G.I. Joe,1945,Biography,2907,7.2
USA,The Sniper,1952,Crime,2806,7.2
France,Le beau Serge,1958,Drama,2914,7.2
USA,Pursued,1947,Drama,2773,7.2
India,Khal Nayak,1993,Action,2882,7.2
Japan,Môjû,1969,Drama,2882,7.2
France,Les aventuriers,1967,Adventure,2830,7.2
Japan,Gekijô-ban Naruto Shippûden: Hi no ishi wo tsugu mono,2009,Animation,2813,7.2
Spain,Diecisiete,2019,Drama,2812,7.2
UK,The Last Valley,1971,Adventure,2750,7.2
Turkey,Kanli Nigar,1981,Comedy,2793,7.2
USA,A Woman's Face,1941,Drama,2699,7.2
Turkey,Davaci,1987,Comedy,2769,7.2
UK,Hell Drivers,1957,Crime,2750,7.2
USA,Rockaway,2017,Adventure,2626,7.2
Japan,Shigatsu monogatari,1998,Drama,2745,7.2
Brazil,O Homem do Ano,2003,Action,2737,7.2
France,Le péril jeune,1994,Comedy,2737,7.2
Netherlands,All Stars,1997,Comedy,2722,7.2
USA,The Cat and the Canary,1939,Comedy,2538,7.2
France,Jo,1971,Comedy,2674,7.2
France,Un héros très discret,1996,Drama,2650,7.2
Japan,Subarashiki nichiyôbi,1947,Drama,2645,7.2
USA,David and Lisa,1962,Drama,2527,7.2
UK,Porridge,1979,Comedy,2600,7.2
Turkey,Gerzek Saban,1980,Comedy,2583,7.2
Italy,Faccia a faccia,1967,Western,2569,7.2
Turkey,Iyi Aile Çocugu,1978,Comedy,2555,7.2
Turkey,Oh Olsun,1973,Comedy,2553,7.2
USA,Sadie Thompson,1928,Drama,2519,7.2
Japan,SF: Episode One,1998,Action,2537,7.2
USA,Madame Curie,1943,Biography,2514,7.2
Hong Kong,Ching se,1993,Drama,2522,7.2
USA,A Child Is Waiting,1963,Drama,2460,7.2
Iran,Az Karkheh ta Rhein,1993,Drama,2517,7.2
USA,Edge of the City,1957,Drama,2454,7.2
Japan,Waterboys,2001,Comedy,2507,7.2
France,Al-massir,1997,Comedy,2470,7.2
USA,Saps at Sea,1940,Comedy,2447,7.2
USA,The Long Gray Line,1955,Biography,2423,7.2
Turkey,Tatli Dillim,1972,Comedy,2452,7.2
USA,Men in War,1957,Action,2372,7.2
Sweden,Emil och griseknoen,1973,Comedy,2440,7.2
USA,The Unsuspected,1947,Drama,2370,7.2
Turkey,Fasulye,2000,Comedy,2376,7.2
USA,Decision Before Dawn,1951,Drama,2357,7.2
USA,The Keys of the Kingdom,1944,Drama,2344,7.2
USA,The Damned Don't Cry,1950,Crime,2327,7.2
USA,Man of a Thousand Faces,1957,Biography,2322,7.2
USA,The Locket,1946,Crime,2320,7.2
USA,Cry of the City,1948,Crime,2295,7.2
USA,The Phenix City Story,1955,Crime,2282,7.2
Croatia,Ljudozder vegetarijanac,2012,Crime,2312,7.2
Sweden,Nya hyss av Emil i Lönneberga,1972,Comedy,2296,7.2
USA,The Prince and the Pauper,1937,Adventure,2276,7.2
Canada,Out of the Blue,1980,Drama,2286,7.2
USA,The Farmer's Daughter,1947,Comedy,2270,7.2
UK,Reach for the Sky,1956,Biography,2278,7.2
USA,The Hurricane,1937,Action,2262,7.2
USA,O. Henry's Full House,1952,Drama,2143,7.2
India,404: Error Not Found,2011,Drama,2267,7.2
Italy,Palombella rossa,1989,Comedy,2267,7.2
USA,Night Must Fall,1937,Drama,2127,7.2
France,Judex,1963,Crime,2233,7.2
India,Soni,2018,Drama,2213,7.2
Turkey,Dolap Beygiri,1982,Comedy,2213,7.2
UK,The Small Back Room,1949,Drama,2194,7.2
Turkey,Salvar Davasi,1983,Comedy,2189,7.2
India,Omerta,2017,Action,2147,7.2
USA,Never Give a Sucker an Even Break,1941,Comedy,2108,7.2
Italy,Un sacco bello,1980,Comedy,2128,7.2
UK,The Three Lives of Thomasina,1963,Drama,2095,7.2
Croatia,Fine mrtve djevojke,2002,Drama,2119,7.2
USA,Daffy Duck's Quackbusters,1988,Animation,2092,7.2
USA,One Hour with You,1932,Comedy,2078,7.2
Turkey,Ögretmen,1988,Comedy,2091,7.2
France,Violette Nozière,1978,Crime,2084,7.2
Turkey,Yalanci Yarim,1973,Comedy,2083,7.2
Hong Kong,Dung fong tuk ying,1987,Action,2071,7.2
USA,Sayonara,1957,Drama,5978,7.1
USA,An Unmarried Woman,1978,Comedy,4560,7.1
USA,The Day of the Locust,1975,Drama,5058,7.1
UK,The World of Suzie Wong,1960,Drama,2166,7.1
USA,Lady Sings the Blues,1972,Biography,3695,7.1
USA,Jubal,1956,Drama,3351,7.1
USA,Road to Morocco,1942,Adventure,5014,7.1
USA,The Lives of a Bengal Lancer,1935,Adventure,2548,7.1
USA,Somewhere in the Night,1946,Crime,2414,7.1
USA,The Dark Corner,1946,Crime,3939,7.1
UK,Oh! What a Lovely War,1969,Comedy,2652,7.1
USA,The Cat and the Canary,1927,Comedy,2654,7.1
USA,I Married a Witch,1942,Comedy,6599,7.1
UK,Sunday Bloody Sunday,1971,Drama,5405,7.1
USA,The American Astronaut,2001,Musical,2966,7.1
USA,To All the Boys I've Loved Before,2018,Comedy,81850,7.1
USA,Soylent Green,1973,Crime,56030,7.1
USA,The Christmas Chronicles,2018,Adventure,42853,7.1
USA,Bedknobs and Broomsticks,1971,Animation,33402,7.1
USA,The Trouble with Harry,1955,Comedy,32794,7.1
USA,The War of the Worlds,1953,Action,32053,7.1
USA,The Thing from Another World,1951,Horror,24910,7.1
USA,The Mummy,1932,Fantasy,22728,7.1
USA,Catch-22,1970,Comedy,21551,7.1
Hong Kong,Tang shan da xiong,1971,Action,23829,7.1
USA,Carnival of Souls,1962,Horror,19897,7.1
USA,The Panic in Needle Park,1971,Drama,15718,7.1
USA,Time After Time,1979,Adventure,14941,7.1
Italy,Tenebre,1982,Horror,19887,7.1
Hong Kong,Lung hing foo dai,1986,Action,17315,7.1
Hong Kong,Ging chaat goo si juk jaap,1988,Action,16844,7.1
France,36 Quai des Orfèvres,2004,Action,16134,7.1
USA,Rio Grande,1950,Romance,14026,7.1
USA,The Vikings,1958,Action,12645,7.1
UK,Sabotage,1936,Crime,14481,7.1
USA,The Little Girl Who Lives Down the Lane,1976,Drama,12481,7.1
UK,The Abominable Dr. Phibes,1971,Comedy,13085,7.1
USA,Von Ryan's Express,1965,Action,12448,7.1
USA,Pit and the Pendulum,1961,Drama,12240,7.1
Canada,Copenhagen,2014,Adventure,11948,7.1
Hong Kong,Lik wong,1991,Action,12391,7.1
UK,Stage Fright,1950,Film-Noir,12358,7.1
USA,The 7th Voyage of Sinbad,1958,Action,11650,7.1
USA,Alferd Packer: The Musical,1993,Comedy,11566,7.1
USA,Night Moves,1975,Crime,11436,7.1
USA,I Walked with a Zombie,1943,Drama,10715,7.1
Italy,I tre volti della paura,1963,Horror,9991,7.1
Japan,Tsumetai nettaigyo,2010,Crime,10932,7.1
USA,One-Eyed Jacks,1961,Drama,9750,7.1
France,Astérix chez les Bretons,1986,Animation,10500,7.1
USA,Martin,1977,Drama,9669,7.1
Australia,Two Hands,1999,Comedy,9938,7.1
Netherlands,Turks fruit,1973,Drama,9828,7.1
USA,Sands of Iwo Jima,1949,Action,9346,7.1
USA,Hondo,1953,Drama,9207,7.1
Italy,Il Decameron,1971,Comedy,9618,7.1
USA,The Fountainhead,1949,Drama,9167,7.1
USA,Vera Cruz,1954,Adventure,8906,7.1
USA,Son of Frankenstein,1939,Drama,8726,7.1
UK,The Curse of Frankenstein,1957,Horror,9138,7.1
Hong Kong,'A' gai wak 2,1987,Action,8950,7.1
USA,3 Godfathers,1948,Drama,8125,7.1
USA,Colossus: The Forbin Project,1970,Sci-Fi,7989,7.1
West Germany,Woyzeck,1979,Drama,8660,7.1
Turkey,Propaganda,1999,Comedy,8529,7.1
Japan,Katakuri-ke no kôfuku,2001,Comedy,8272,7.1
USA,The Russians Are Coming the Russians Are Coming,1966,Comedy,7828,7.1
USA,Picnic,1955,Drama,7743,7.1
Italy,Non si sevizia un paperino,1972,Horror,7846,7.1
USA,Anchors Aweigh,1945,Comedy,7708,7.1
USA,Polyester,1981,Comedy,6964,7.1
Australia,The Interview,1998,Thriller,7724,7.1
USA,Hopscotch,1980,Adventure,6839,7.1
Sweden,Jägarna,1996,Crime,7598,7.1
UK,Sink the Bismarck!,1960,Action,6733,7.1
Italy,Da uomo a uomo,1967,Western,6963,7.1
USA,Man of the West,1958,Drama,6645,7.1
USA,Dead Reckoning,1947,Crime,6542,7.1
Finland,Leningrad Cowboys Go America,1989,Comedy,6729,7.1
USA,"Farewell, My Lovely",1975,Crime,6520,7.1
USA,Of Human Bondage,1934,Drama,6194,7.1
USA,Penny Serenade,1941,Drama,6126,7.1
Hong Kong,Wu du,1978,Action,6276,7.1
UK,The Blue Max,1966,Action,6246,7.1
USA,Magnificent Obsession,1954,Drama,5872,7.1
USA,Clash by Night,1952,Drama,5534,7.1
France,Les fugitifs,1986,Comedy,5932,7.1
USA,The Sunshine Boys,1975,Comedy,5478,7.1
Hong Kong,Lung foo fung wan,1987,Action,5788,7.1
USA,Gypsy,1962,Biography,5463,7.1
USA,Kiss Me Kate,1953,Comedy,5448,7.1
USA,Morocco,1930,Drama,5443,7.1
USA,The Glass Key,1942,Crime,5401,7.1
USA,The Yearling,1946,Drama,5240,7.1
UK,Blithe Spirit,1945,Comedy,5411,7.1
USA,This Property Is Condemned,1966,Drama,5118,7.1
Italy,Chiedimi se sono felice,2000,Comedy,5287,7.1
India,Gangster,2006,Action,5271,7.1
UK,Another Country,1984,Biography,5243,7.1
USA,Gambit,1966,Comedy,5060,7.1
India,"LSD: Love, Sex Aur Dhokha",2010,Comedy,5146,7.1
USA,Ulzana's Raid,1972,Adventure,5044,7.1
Japan,"Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki",2001,Action,5111,7.1
UK,Images,1972,Drama,5100,7.1
USA,Ship of Fools,1965,Drama,5042,7.1
USA,The Private Lives of Elizabeth and Essex,1939,Biography,4982,7.1
USA,Wise Blood,1979,Comedy,4937,7.1
USA,Lassie Come Home,1943,Adventure,4833,7.1
USA,Fallen Angel,1945,Crime,4784,7.1
Italy,Keoma,1976,Drama,4902,7.1
USA,Dodge City,1939,Action,4596,7.1
USA,Destination Tokyo,1943,Adventure,4541,7.1
France,Germinal,1993,Drama,4667,7.1
Finland,Häjyt,1999,Action,4665,7.1
USA,The Charge of the Light Brigade,1936,Action,4441,7.1
Italy,La casa dalle finestre che ridono,1976,Horror,4585,7.1
USA,Song of the Thin Man,1947,Comedy,4356,7.1
Japan,Gekitotsu! Satsujin ken,1974,Action,4470,7.1
USA,Human Desire,1954,Drama,4277,7.1
UK,Murder Ahoy,1964,Comedy,4374,7.1
USA,College,1927,Comedy,4268,7.1
USA,Blonde Venus,1932,Drama,4255,7.1
USA,Wagon Master,1950,Adventure,4226,7.1
USA,The Dark Mirror,1946,Crime,4143,7.1
USA,"The Long, Long Trailer",1954,Comedy,4051,7.1
USA,Will Penny,1967,Romance,4038,7.1
USA,The Spider Woman,1943,Mystery,4026,7.1
USA,Teacher's Pet,1958,Comedy,3981,7.1
USA,Three Ages,1923,Comedy,3949,7.1
USA,Buck Privates,1941,Comedy,3894,7.1
Italy,I giorni dell'ira,1967,Action,3968,7.1
Canada,The Incredible Journey,1963,Adventure,3887,7.1
UK,Passport to Pimlico,1949,Comedy,3939,7.1
Hong Kong,Xia dao Gao Fei,1992,Action,3924,7.1
Germany,Felidae,1994,Animation,3898,7.1
USA,Chinese Coffee,2000,Drama,3811,7.1
Italy,Quién sabe?,1967,Action,3893,7.1
USA,His Kind of Woman,1951,Action,3791,7.1
USA,All Through the Night,1942,Action,3763,7.1
Italy,La ragazza che sapeva troppo,1963,Comedy,3796,7.1
UK,The Sundowners,1960,Adventure,3691,7.1
USA,Love Me or Leave Me,1955,Biography,3627,7.1
Denmark,Du er ikke alene,1978,Drama,3738,7.1
USA,The Hanging Tree,1959,Western,3576,7.1
Australia,My Brilliant Career,1979,Biography,3642,7.1
USA,The Harvey Girls,1946,Comedy,3498,7.1
UK,The Private Life of Henry VIII.,1933,Biography,3598,7.1
USA,The Great Lie,1941,Drama,3336,7.1
France,Les enfants terribles,1950,Drama,3563,7.1
USA,Carefree,1938,Comedy,3293,7.1
Iran,Mehman-e maman,2004,Comedy,3469,7.1
USA,The Shoes of the Fisherman,1968,Drama,3292,7.1
USA,Pretty Poison,1968,Comedy,3223,7.1
USA,Night Nurse,1931,Comedy,3212,7.1
Turkey,Garip,1986,Comedy,3261,7.1
USA,The Man in the Gray Flannel Suit,1956,Drama,3207,7.1
Turkey,Istanbul Kanatlarimin Altinda,1996,Adventure,3220,7.1
USA,'Northwest Passage' (Book I -- Rogers' Rangers),1940,Adventure,3200,7.1
USA,A Wedding,1978,Comedy,3169,7.1
USA,For Me and My Gal,1942,Musical,3067,7.1
UK,The Horse's Mouth,1958,Comedy,3187,7.1
USA,The Lodger,1944,Crime,3065,7.1
Hong Kong,Luk ting kei,1992,Action,3145,7.1
Italy,Cabiria,1914,Adventure,3073,7.1
USA,Queen Kelly,1932,Drama,3049,7.1
USA,Impact,1949,Crime,3040,7.1
USA,Boom Town,1940,Adventure,2996,7.1
Finland,Calamari Union,1985,Comedy,3040,7.1
USA,Deception,1946,Crime,2985,7.1
Russia,Syostry,2001,Crime,3016,7.1
Russia,Pro urodov i lyudey,1998,Comedy,3007,7.1
USA,Wife vs. Secretary,1936,Comedy,2985,7.1
USA,House by the River,1950,Crime,2917,7.1
USA,The Southerner,1945,Drama,2850,7.1
France,Les biches,1968,Drama,2952,7.1
Japan,Tokyo Fist,1995,Action,2940,7.1
Hong Kong,Dao,1995,Action,2926,7.1
Portugal,Capitães de Abril,2000,Drama,2923,7.1
Japan,Meikyû monogatari,1987,Animation,2919,7.1
UK,The Entertainer,1960,Drama,2919,7.1
UK,Petulia,1968,Drama,2763,7.1
Iran,"Man, Taraneh, panzdah sal daram",2002,Drama,2888,7.1
Japan,Waga seishun ni kuinashi,1946,Drama,2852,7.1
USA,Mr. Lucky,1943,Comedy,2758,7.1
France,L'emmerdeur,1973,Comedy,2845,7.1
France,Deux jours à tuer,2008,Drama,2833,7.1
Hong Kong,Tian xia di yi quan,1972,Action,2823,7.1
Turkey,Itiraf,2001,Drama,2800,7.1
USA,The Fastest Gun Alive,1956,Drama,2744,7.1
USA,Cabin in the Sky,1943,Fantasy,2714,7.1
USA,Mystery Street,1950,Crime,2674,7.1
UK,Genevieve,1953,Comedy,2720,7.1
Indonesia,Battle of Surabaya,2015,Animation,2714,7.1
USA,The Stratton Story,1949,Biography,2652,7.1
USA,Johnny Eager,1941,Crime,2631,7.1
USA,The Street with No Name,1948,Crime,2626,7.1
Italy,Luci del varietà,1950,Drama,2648,7.1
USA,In Name Only,1939,Drama,2568,7.1
USA,My Name Is Julia Ross,1945,Crime,2558,7.1
Italy,Fantozzi contro tutti,1980,Comedy,2612,7.1
Spain,Barrio,1998,Drama,2606,7.1
Australia,Fortress,1985,Action,2574,7.1
USA,Pushover,1954,Crime,2557,7.1
USA,Union Pacific,1939,Drama,2547,7.1
USA,Side Street,1950,Crime,2450,7.1
USA,Sulemani Keeda,2014,Comedy,2448,7.1
India,Citizen,2001,Action,2528,7.1
Sweden,Kvinnodröm,1955,Drama,2519,7.1
UK,The Titfield Thunderbolt,1953,Comedy,2498,7.1
Turkey,Talih Kusu,1989,Comedy,2454,7.1
Turkey,Filler ve Çimen,2000,Drama,2453,7.1
USA,Spencer's Mountain,1963,Drama,2423,7.1
Germany,00 Schneider - Jagd auf Nihil Baxter,1994,Comedy,2449,7.1
USA,My Cousin Rachel,1952,Drama,2385,7.1
India,Shaan,1980,Action,2444,7.1
Japan,Joshû sasori: Dai-41 zakkyo-bô,1972,Crime,2423,7.1
USA,Monte Walsh,1970,Western,2364,7.1
Italy,Cronaca di un amore,1950,Crime,2417,7.1
Bangladesh,Third Person Singular Number,2009,Drama,2412,7.1
Turkey,Köseyi Dönen Adam,1978,Comedy,2391,7.1
USA,The Egg and I,1947,Comedy,2325,7.1
Senegal,Touki-Bouki,1973,Drama,2368,7.1
USA,Madame Bovary,1949,Drama,2322,7.1
Belgium,Any Way the Wind Blows,2003,Comedy,2355,7.1
USA,Rawhide,1951,Drama,2282,7.1
USA,Bombshell,1933,Comedy,2247,7.1
UK,The Music Lovers,1971,Biography,2303,7.1
UK,H.M.S. Defiant,1962,Action,2298,7.1
Czechoslovakia,Cerný Petr,1964,Comedy,2296,7.1
USA,On Moonlight Bay,1951,Comedy,2237,7.1
Russia,Zvezda,2002,Action,2274,7.1
Austria,Orlacs Hände,1924,Crime,2263,7.1
Japan,Gokudô kuroshakai,1997,Crime,2260,7.1
USA,Fakin' Da Funk,1997,Comedy,2235,7.1
Japan,Bullet Ballet,1998,Crime,2246,7.1
France,Mortelle randonnée,1983,Crime,2237,7.1
USA,Fourteen Hours,1951,Drama,2204,7.1
USA,The Mark of Zorro,1920,Adventure,2145,7.1
Japan,Zatôichi to Yôjinbô,1970,Drama,2234,7.1
Finland,Kummeli Stories,1995,Comedy,2210,7.1
UK,North West Frontier,1959,Adventure,2204,7.1
USA,Border Incident,1949,Crime,2134,7.1
Spain,La buena estrella,1997,Adventure,2198,7.1
Canada,A Shine of Rainbows,2009,Drama,2148,7.1
USA,Summer Magic,1963,Comedy,2111,7.1
India,Laawaris,1981,Drama,2141,7.1
Turkey,Koltuk Belasi,1990,Comedy,2135,7.1
USA,What Price Hollywood?,1932,Drama,2110,7.1
Finland,Rikos ja rangaistus,1983,Crime,2131,7.1
Argentina,"Pizza, birra, faso",1998,Crime,2127,7.1
Italy,Dillinger è morto,1969,Crime,2126,7.1
USA,Jesus,1979,Biography,2098,7.1
USA,Angels in the Outfield,1951,Comedy,2096,7.1
China,Huang tu di,1984,Drama,2105,7.1
USA,The Killing of Sister George,1968,Drama,2089,7.1
USA,Desire,1936,Comedy,2078,7.1
Soviet Union,Chelovek-Amfibiya,1962,Drama,2090,7.1
USA,Carnal Knowledge,1971,Drama,11158,7
USA,Barefoot in the Park,1967,Comedy,16392,7
Spain,The Four Musketeers,1974,Adventure,9612,7
USA,Going My Way,1944,Comedy,10191,7
USA,Come September,1961,Comedy,3049,7
USA,Topkapi,1964,Adventure,8387,7
USA,Lawman,1971,Adventure,4102,7
USA,Road to Rio,1947,Adventure,3059,7
USA,Action in the North Atlantic,1943,Action,3433,7
USA,Truck Turner,1974,Action,2456,7
USA,Davy Crockett: King of the Wild Frontier,1955,Adventure,3511,7
USA,The Rainmaker,1956,Romance,3436,7
USA,Beyond the Forest,1949,Drama,2115,7
France,Borsalino,1970,Crime,3404,7
USA,Battling Butler,1926,Action,2820,7
USA,Lured,1947,Crime,2962,7
France,Le bonheur est dans le pré,1995,Comedy,2634,7
USA,The Candidate,1972,Comedy,9550,7
UK,The Belly of an Architect,1987,Drama,5290,7
USA,Westworld,1973,Action,50892,7
France,"L'aventure, c'est l'aventure",1972,Adventure,2098,7
USA,Greyhound,2020,Action,48181,7
France,Taxi,1998,Action,75518,7
USA,The Dirt,2019,Biography,37295,7
USA,In Your Eyes,2014,Fantasy,29882,7
USA,Funny Face,1957,Comedy,26238,7
UK,The Boys from Brazil,1978,Drama,25064,7
Indonesia,The Night Comes for Us,2018,Action,19850,7
India,Aashiqui 2,2013,Drama,26072,7
USA,Journey to the Center of the Earth,1959,Adventure,15375,7
UK,Battle of Britain,1969,Action,20324,7
India,Dil To Pagal Hai,1997,Comedy,20246,7
USA,Niagara,1953,Film-Noir,14572,7
Japan,Tetsuo,1989,Fantasy,18960,7
USA,High Society,1956,Comedy,13480,7
USA,Monkey Business,1952,Comedy,12658,7
Italy,Opera,1987,Horror,14369,7
USA,The Adventures of Ichabod and Mr. Toad,1949,Animation,12376,7
India,Pardes,1997,Drama,13456,7
UK,Alfie,1966,Comedy,13256,7
USA,The Masque of the Red Death,1964,Horror,11973,7
Japan,"Kumo no mukô, yakusoku no basho",2004,Animation,12534,7
USA,House of Usher,1960,Drama,11562,7
USA,To End All Wars,2001,Action,10225,7
