country,original_title,year,genre,avg_vote,votes,budget,worlwide_gross_income
"USA, Australia",Nights in Rodanthe,2008,"Drama, Romance",6.0,22794,30000000.0,84375346.0
USA,What to Expect When You're Expecting,2012,"Comedy, Drama, Romance",5.7,68847,40000000.0,84384002.0
USA,The Judge,2014,"Crime, Drama",7.4,173959,50000000.0,84419388.0
USA,The Poseidon Adventure,1972,"Action, Adventure, Drama",7.1,40042,5000000.0,84563118.0
USA,Never Been Kissed,1999,"Comedy, Drama, Romance",6.1,81742,25000000.0,84565230.0
"USA, Ireland",The Land Before Time,1988,"Animation, Adventure, Drama",7.4,78406,12500000.0,84576957.0
USA,Zodiac,2007,"Crime, Drama, Mystery",7.7,443791,65000000.0,84785914.0
"USA, Canada",Carrie,2013,"Drama, Horror",5.9,131220,30000000.0,84790678.0
"USA, Mexico, Hong Kong",Sicario,2015,"Action, Crime, Drama",7.6,360616,30000000.0,84872444.0
USA,Going in Style,2017,"Comedy, Crime",6.6,74811,25000000.0,84918541.0
USA,J. Edgar,2011,"Biography, Drama, Romance",6.5,120851,35000000.0,84920539.0
"USA, Japan",Final Fantasy: The Spirits Within,2001,"Animation, Action, Adventure",6.4,79526,137000000.0,85131830.0
USA,Rocky II,1979,"Drama, Sport",7.3,187094,7000000.0,85182160.0
USA,The Animal,2001,"Comedy, Sci-Fi",4.8,56312,47000000.0,85191134.0
USA,Every Which Way but Loose,1978,"Action, Comedy",6.4,22714,5000000.0,85196485.0
USA,Nerve,2016,"Adventure, Crime, Drama",6.5,112666,19000000.0,85251425.0
USA,Did You Hear About the Morgans?,2009,"Comedy, Drama, Romance",4.8,37186,58000000.0,85280250.0
USA,Stripes,1981,"Comedy, War",6.9,63926,10000000.0,85297000.0
USA,Cocoon,1985,"Comedy, Drama, Sci-Fi",6.7,56333,17500000.0,85313124.0
"USA, Canada",The Possession,2012,"Horror, Mystery, Thriller",5.9,56120,14000000.0,85446075.0
"USA, Canada",Rat Race,2001,"Action, Adventure, Comedy",6.4,107375,48000000.0,85498534.0
USA,Paper Towns,2015,"Comedy, Drama, Mystery",6.3,93432,12000000.0,85512300.0
China,Da Yu Hai Tang,2016,"Animation, Adventure, Drama",7.1,4460,30000000.0,85557721.0
USA,Spy Kids 4: All the Time in the World,2011,"Action, Adventure, Comedy",3.5,22178,27000000.0,85564310.0
Spain,Volver,2006,"Comedy, Drama",7.6,93124,7450000.0,85585177.0
"UK, USA, Ireland, Luxembourg, France",Match Point,2005,"Drama, Romance, Thriller",7.6,203006,15000000.0,85638656.0
"UK, Spain",28 Days Later...,2002,"Action, Drama, Horror",7.6,369508,8000000.0,85720385.0
"USA, Switzerland",Date Movie,2006,"Comedy, Romance",2.8,56608,20000000.0,85749034.0
USA,Meet the Spartans,2008,Comedy,2.8,100614,30000000.0,85897593.0
"UK, USA",The Second Best Exotic Marigold Hotel,2015,"Comedy, Drama",6.6,30753,10000000.0,85978266.0
USA,Edward Scissorhands,1990,"Drama, Fantasy, Romance",7.9,437293,20000000.0,86024005.0
"USA, UK, China",John Wick,2014,"Action, Crime, Thriller",7.4,520351,20000000.0,86081711.0
USA,I Can Only Imagine,2018,"Biography, Drama, Family",7.3,13683,7000000.0,86086881.0
USA,Hall Pass,2011,"Comedy, Romance",5.8,118561,36000000.0,86157237.0
"USA, Canada",Step Up All In,2014,"Drama, Music, Romance",6.0,32013,45000000.0,86165646.0
"USA, Cambodia, Romania",War Dogs,2016,"Biography, Comedy, Crime",7.1,172234,40000000.0,86234523.0
USA,Young Frankenstein,1974,Comedy,8.0,140537,2800000.0,86273333.0
"France, UK, Czech Republic",La Môme,2007,"Biography, Drama, Music",7.6,81392,25000000.0,86274793.0
USA,Sky High,2005,"Adventure, Comedy, Family",6.2,77336,35000000.0,86369815.0
USA,The Amityville Horror,1979,Horror,6.3,34416,4700000.0,86432000.0
USA,Tears of the Sun,2003,"Action, Drama, Thriller",6.6,111237,75000000.0,86468162.0
"USA, Hong Kong, Croatia, France, Hungary",Robin Hood,2018,"Action, Adventure, Drama",5.3,60708,100000000.0,86493046.0
"Mexico, USA",Romancing the Stone,1984,"Action, Adventure, Comedy",6.9,80975,10000000.0,86572238.0
USA,The Lincoln Lawyer,2011,"Crime, Drama, Thriller",7.3,209759,40000000.0,86752352.0
"South Korea, Czech Republic",Snowpiercer,2013,"Action, Drama, Sci-Fi",7.1,307353,39200000.0,86758912.0
USA,Dinner for Schmucks,2010,Comedy,5.9,98349,69000000.0,86855739.0
USA,The Naked Gun 2½: The Smell of Fear,1991,"Comedy, Crime",6.9,103270,23000000.0,86930411.0
"UK, USA",The Tale of Despereaux,2008,"Animation, Adventure, Comedy",6.1,35382,60000000.0,86957280.0
"USA, Germany, United Arab Emirates",The Kingdom,2007,"Action, Drama, Thriller",7.0,116075,70000000.0,87019158.0
"USA, Canada",Max Payne,2008,"Action, Crime, Drama",5.4,120941,35000000.0,87066930.0
UK,About Time,2013,"Comedy, Drama, Fantasy",7.8,289857,12000000.0,87100449.0
USA,The Shaggy Dog,2006,"Comedy, Family, Fantasy",4.4,17990,50000000.0,87134280.0
USA,Old School,2003,Comedy,7.1,211665,24000000.0,87135520.0
USA,A Million Ways to Die in the West,2014,"Comedy, Western",6.1,169209,40000000.0,87189756.0
USA,Epic Movie,2007,"Adventure, Comedy",2.4,100874,20000000.0,87238158.0
USA,Pain & Gain,2013,"Action, Comedy, Crime",6.4,197887,26000000.0,87305549.0
India,Tiger Zinda Hai,2017,"Action, Adventure, Thriller",5.9,21205,20470000.0,87320000.0
USA,Peter Pan,1953,"Animation, Adventure, Family",7.3,123085,4000000.0,87404651.0
"USA, Germany",Bicentennial Man,1999,"Comedy, Drama, Sci-Fi",6.9,108368,100000000.0,87423861.0
"UK, Germany, USA",RV,2006,"Adventure, Comedy, Family",5.5,55594,50000000.0,87528173.0
"USA, UK, Italy",Gosford Park,2001,"Comedy, Drama, Mystery",7.2,78935,19800000.0,87754044.0
USA,Ali,2001,"Biography, Drama, Sport",6.8,92433,107000000.0,87812729.0
USA,Spawn,1997,"Action, Drama, Horror",5.3,63089,40000000.0,87840042.0
"USA, Czech Republic",The Illusionist,2006,"Drama, Fantasy, History",7.6,350645,16500000.0,87892388.0
USA,Deliver Us from Evil,2014,"Horror, Mystery, Thriller",6.2,69407,30000000.0,87937815.0
USA,Jaws 3-D,1983,"Adventure, Horror, Thriller",3.7,39012,20500000.0,87987055.0
USA,The Hand That Rocks the Cradle,1992,"Drama, Thriller",6.6,37217,11700000.0,88036683.0
USA,This Is 40,2012,"Comedy, Romance",6.2,125052,35000000.0,88215156.0
"USA, Hong Kong",Shanghai Knights,2003,"Action, Adventure, Comedy",6.2,98824,50000000.0,88323487.0
"France, Switzerland, Germany",Les choristes,2004,"Drama, Music",7.9,56233,5500000.0,88385944.0
USA,Collateral Beauty,2016,"Drama, Romance",6.8,88991,36000000.0,88528280.0
USA,The Cider House Rules,1999,"Drama, Romance",7.4,91826,24000000.0,88545092.0
UK,The Inbetweeners Movie,2011,Comedy,6.7,77097,3500000.0,88823111.0
"USA, Australia",Kangaroo Jack,2003,"Action, Adventure, Comedy",4.4,29098,60000000.0,88929111.0
"USA, Germany, Australia",Rumor Has It...,2005,"Comedy, Drama, Romance",5.5,52764,70000000.0,88933562.0
"France, USA, Germany",Transporter 2,2005,"Action, Thriller",6.3,188667,32000000.0,89083229.0
USA,The Last Song,2010,"Drama, Music, Romance",6.0,79681,20000000.0,89137047.0
USA,The Nightmare Before Christmas,1993,"Animation, Family, Fantasy",8.0,285261,18000000.0,89140058.0
"USA, France",The Purge,2013,"Horror, Thriller",5.7,198233,3000000.0,89328627.0
South Korea,Gwoemul,2006,"Action, Drama, Horror",7.1,102806,12215500000.0,89433436.0
"USA, Mexico",Stigmata,1999,Horror,6.2,63527,29000000.0,89446268.0
USA,The Long Kiss Goodnight,1996,"Action, Crime, Drama",6.8,71497,65000000.0,89456761.0
"USA, India, United Arab Emirates",The Hundred-Foot Journey,2014,"Comedy, Drama",7.3,75009,22000000.0,89514453.0
USA,Burlesque,2010,"Drama, Music, Musical",6.4,76855,55000000.0,89519773.0
"USA, Canada",Sucker Punch,2011,"Action, Adventure, Fantasy",6.0,227259,82000000.0,89792502.0
USA,The Abyss,1989,"Adventure, Drama, Mystery",7.6,159766,70000000.0,90000098.0
USA,Identity,2003,"Mystery, Thriller",7.3,222620,28000000.0,90259536.0
"USA, Canada",Red Riding Hood,2011,"Fantasy, Horror, Mystery",5.5,106878,42000000.0,90260376.0
"USA, New Zealand, Czech Republic",Jojo Rabbit,2019,"Comedy, Drama, War",7.9,253681,14000000.0,90335025.0
"USA, Germany",Bedazzled,2000,"Comedy, Fantasy",6.0,95303,48000000.0,90383208.0
