country,original_title,year,genre,avg_vote,votes,budget,worlwide_gross_income
India,Nannaku Prematho,2016,"Action, Drama, Thriller",7.6,8672,500000000.0,1003.0
USA,Madam Satan,1930,"Comedy, Drama, Musical",6.5,838,980000.0,1005.0
Denmark,En frygtelig kvinde,2017,Drama,6.6,1614,3900000.0,1008.0
"UK, USA",The Manson Family Massacre,2019,"Crime, Horror, Thriller",3.2,245,1000000.0,1047.0
"Italy, Romania, Bulgaria, Republic of North Macedonia",Banat - Il viaggio,2015,Drama,5.8,126,1200000.0,1074.0
USA,The Transcendents,2018,"Music, Mystery, Thriller",9.2,1450,90000.0,1090.0
Hungary,Csak szex és más semmi,2005,Comedy,6.3,2938,1100000.0,1112.0
UK,Urban Hymn,2015,"Crime, Drama",6.5,363,3000000.0,1115.0
Canada,Yellowknife,2002,Drama,6.6,180,3200000.0,1128.0
India,Half Ticket,2016,"Drama, Family",7.8,185,20000000.0,1135.0
Turkey,Vicdan Agaci,2016,Drama,5.4,310,500000.0,1179.0
UK,I Love My Mum,2018,Comedy,4.6,286,2000000.0,1182.0
"Switzerland, Hungary",Pinprick,2009,"Drama, Thriller",5.1,299,130000000.0,1198.0
UK,Four,2011,Thriller,4.2,637,500000.0,1198.0
Turkey,Dead Horse Nebula,2018,Drama,5.6,252,100000.0,1233.0
USA,The Maltese Falcon,1941,"Film-Noir, Mystery",8.0,146815,375000.0,1255.0
USA,Exorcism,2003,"Horror, Thriller",1.8,237,1000000.0,1303.0
India,Hind Ka Napak Ko Jawab,2017,"Action, Thriller",6.7,3977,5000000.0,1314.0
"Argentina, Germany, Brazil, Spain",Breve historia del planeta verde,2019,"Adventure, Drama, Fantasy",5.7,177,425406.0,1368.0
"China, Taiwan",Yin shi nan nü - Hao yuan you hao jin,2012,"Comedy, Romance",4.5,116,20000000.0,1377.0
Australia,The Last Wave,1977,"Drama, Fantasy, Mystery",7.0,8419,810000.0,1382.0
USA,Drool,2009,Comedy,5.7,745,1000000.0,1403.0
Serbia,Zona Zamfirova-drugi deo,2017,"Drama, Romance",4.6,340,4500000.0,1404.0
UK,Habit,2017,Horror,5.2,852,1000000.0,1426.0
India,Kalyug,2005,"Action, Crime, Drama",6.5,2402,40000000.0,1435.0
"Argentina, South Korea, Austria",Los decentes,2016,Drama,5.9,387,250000.0,1441.0
UK,Demon Eye,2019,Horror,3.3,428,250000.0,1473.0
"USA, China",The Blood Bond,2010,"Action, Thriller",3.2,227,2000000.0,1483.0
"Canada, Germany",Blackwoods,2001,"Drama, Mystery, Thriller",2.8,2091,3000000.0,1500.0
USA,The Fly,1958,"Drama, Horror, Sci-Fi",7.1,20329,700000.0,1501.0
UK,Bad Day for the Cut,2017,"Action, Crime, Drama",6.5,5480,250000.0,1510.0
South Korea,Baramui paiteo,2004,"Action, Biography, Drama",7.0,3724,6000000.0,1518.0
Japan,46-okunen no koi,2006,"Drama, Fantasy",6.7,1889,10000000.0,1520.0
"Canada, Ireland",Unless,2016,Drama,5.3,209,20800000.0,1527.0
Canada,Rhymes for Young Ghouls,2013,"Crime, Drama",6.5,1097,1500000.0,1529.0
Australia,The Tunnel,2011,"Horror, Mystery, Thriller",5.9,19103,135000.0,1532.0
USA,Easier with Practice,2009,"Drama, Romance",6.4,970,1000000.0,1558.0
Israel,Next to Her,2014,Drama,7.1,511,500000.0,1575.0
Netherlands,Links,2008,Drama,6.1,119,200000.0,1588.0
USA,42nd Street,1933,"Comedy, Musical, Romance",7.4,10490,439000.0,1600.0
Denmark,Pusher,1996,"Crime, Thriller",7.4,33653,6000000.0,1605.0
Canada,Un dimanche à Kigali,2006,Drama,7.3,634,7000000.0,1609.0
USA,The Sticky Fingers of Time,1997,Sci-Fi,6.1,424,250000.0,1610.0
USA,Frankenstein,1931,"Drama, Horror, Romance",7.8,63315,291000.0,1626.0
"Germany, Iran",Eine Hand Voll Gras,2000,Drama,6.5,218,7000000.0,1654.0
USA,House of Usher,2008,"Horror, Thriller",2.9,485,1000000.0,1677.0
USA,Dystopia: 2013,2012,Sci-Fi,2.7,110,150000.0,1708.0
"Italy, France",Fellini - Satyricon,1969,"Drama, Fantasy, History",6.9,14570,3000000.0,1729.0
Canada,Wilby Wonderful,2004,"Comedy, Drama, Romance",6.6,1488,2500000.0,1749.0
Sweden,Made in YU,2005,"Drama, Action",6.3,367,1000000.0,1754.0
USA,Detention of the Dead,2012,"Action, Adventure, Comedy",4.5,2507,500000.0,1777.0
"Taiwan, Germany",Ghosted,2009,"Drama, Mystery",4.6,353,800000.0,1780.0
USA,The Canyon,2009,Thriller,5.9,4046,10000000.0,1785.0
USA,Invasion of the Body Snatchers,1956,"Drama, Horror, Sci-Fi",7.7,43866,417000.0,1861.0
France,Que le diable nous emporte,2018,Drama,5.6,187,600000.0,1869.0
UK,In the Dark Half,2012,"Drama, Mystery",5.4,493,300000.0,1873.0
Austria,Crash Test Dummies,2005,"Comedy, Drama",6.4,169,1300000.0,1875.0
Dominican Republic,Veneno,2018,"Action, Drama, Sport",8.1,403,115126396.0,1897.0
Mexico,Fando y Lis,1968,"Adventure, Fantasy",7.0,4873,100000.0,1897.0
"France, Germany",20 nuits et un jour de pluie,2006,Drama,4.1,148,2060000.0,1903.0
USA,Mr. Smith Gets a Hustler,2002,"Crime, Drama, Romance",4.7,205,200000.0,1915.0
USA,Shuttle,2008,"Crime, Drama, Mystery",5.7,5325,2400000.0,1925.0
USA,Best Man Down,2012,"Comedy, Drama",6.4,8985,1500000.0,1938.0
"Israel, France, USA",Kirot,2009,"Action, Drama, Thriller",5.7,2391,3000000.0,1948.0
"Estonia, Finland, Sweden, France",Püha Tõnu kiusamine,2009,"Drama, Fantasy, Mystery",7.2,1184,983081.0,1963.0
USA,FAQs,2005,Drama,5.8,488,250000.0,1967.0
Hungary,A vizsga,2011,"Drama, History, Thriller",7.4,1539,380000.0,1968.0
"Chile, Germany",La Casa Lobo,2018,"Animation, Drama, Horror",7.5,884,245000.0,1970.0
"Germany, USA",Errors of the Human Body,2012,"Drama, Horror, Mystery",5.3,2167,1500000.0,1984.0
Australia,Boxing Day,2007,"Crime, Drama",7.1,132,174000.0,1985.0
USA,The Watermelon Woman,1996,"Comedy, Drama, Romance",7.0,1466,300000.0,1989.0
USA,Enemies of Laughter,2000,"Comedy, Romance",5.5,166,2500000.0,2000.0
USA,The Night of the Hunter,1955,"Crime, Drama, Film-Noir",8.0,80215,795000.0,2001.0
Spain,Tercer grado,2015,"Action, Drama, Romance",5.8,230,500000.0,2009.0
"USA, Germany",The Tenants,2005,"Crime, Drama, Romance",5.2,977,2000000.0,2010.0
USA,The Bad and the Beautiful,1952,"Drama, Romance",7.8,12941,1558000.0,2025.0
Poland,Zacma,2016,Drama,5.6,167,4000000.0,2035.0
"Italy, Philippines, Japan",Blanka,2015,Drama,7.0,232,250000.0,2042.0
France,Blockbuster,2018,Comedy,5.5,409,650000.0,2044.0
"Bulgaria, UK, France",Cat in the Wall,2019,Drama,5.5,252,305000.0,2108.0
USA,The Velocity of Gary,1998,"Comedy, Drama, Romance",5.0,1691,4000000.0,2143.0
Argentina,La extranjera,2008,Drama,4.6,148,800000.0,2161.0
Kazakhstan,Zhauzhürek myng bala,2012,"Action, Adventure, Drama",6.5,744,12000000.0,2172.0
Italy,Il bosco fuori,2006,"Horror, Thriller",4.5,1040,45000.0,2186.0
UK,Last Summer,2018,Drama,5.8,224,830000.0,2205.0
France,Notre paradis,2011,"Crime, Drama, Romance",6.0,1266,600000.0,2206.0
"Colombia, Argentina, France",Alias María,2015,"Drama, War",6.1,340,1356000.0,2208.0
USA,Side Effects,2005,"Comedy, Drama, Romance",4.9,1056,30000000.0,2216.0
"Ireland, UK",Kissing Candice,2017,Drama,5.2,240,300000.0,2238.0
UK,Treacle Jr.,2010,Drama,6.9,592,30000.0,2248.0
USA,The Pool Boys,2009,Comedy,4.7,2401,15000000.0,2269.0
"Germany, Switzerland, Belgium",Madonnen,2007,Drama,6.2,152,2000000.0,2271.0
"Portugal, France, Brazil, South Africa, Mozambique, Spain",Comboio de Sal e Açucar,2016,Adventure,6.2,104,1500000.0,2293.0
"UK, USA",Casino Royale,1967,Comedy,5.2,26559,12000000.0,2324.0
USA,The Killing Jar,2010,"Crime, Mystery, Thriller",5.8,2500,400000.0,2339.0
UK,Break My Fall,2011,"Drama, Romance",3.7,144,50000.0,2372.0
USA,The Devil Is a Woman,1935,"Comedy, Drama, Romance",7.0,2942,800000.0,2375.0
UK,The Incident,2015,"Drama, Thriller",4.5,182,750000.0,2401.0
"USA, UK",L.A. Slasher,2015,"Comedy, Crime, Drama",3.3,742,10000.0,2421.0
USA,The Ghastly Love of Johnny X,2012,"Comedy, Fantasy, Musical",5.6,406,2000000.0,2436.0
USA,Motocross Kids,2004,"Action, Adventure, Family",3.9,410,3000000.0,2462.0
USA,Roberta,1935,"Comedy, Musical, Romance",7.1,2860,610000.0,2493.0
USA,Swing,2003,"Comedy, Fantasy, Romance",5.4,164,2500000.0,2509.0
USA,New York City Serenade,2007,"Comedy, Drama",5.0,471,1800000.0,2509.0
UK,Twenty8k,2012,Thriller,4.8,567,2000000.0,2517.0
USA,Miles,2016,"Comedy, Drama, Family",5.7,587,2000000.0,2537.0
Australia,Burke & Wills,1985,"Adventure, Drama, History",6.1,225,8900000.0,2546.0
USA,Lazarat,2019,"Action, Crime, Thriller",5.0,576,2000000.0,2548.0
Spain,Finisterrae,2010,Fantasy,6.4,619,300000.0,2550.0
India,Jihne Mera Dil Luteya,2011,"Comedy, Drama",7.3,942,30000000.0,2551.0
Canada,Ginger Snaps,2000,"Drama, Fantasy, Horror",6.8,40897,5000000.0,2554.0
India,Munthiri Monchan,2019,"Comedy, Romance",8.1,990,30000000.0,2568.0
"Romania, France",Moon Hotel Kabul,2018,Drama,6.5,106,800000.0,2577.0
USA,The Incredible Shrinking Man,1957,"Horror, Sci-Fi",7.6,15583,750000.0,2580.0
"Mexico, Spain, France",Acorazado,2010,Comedy,6.7,143,1200000.0,2596.0
"UK, USA",Conspiracy of Silence,2003,"Crime, Drama, Thriller",6.4,368,3000000.0,2598.0
India,Jayantabhai Ki Luv Story,2013,"Action, Comedy, Romance",5.3,1207,100000000.0,2628.0
USA,Duck,2005,Drama,6.0,287,300000.0,2657.0
UK,Gangsters Gamblers Geezers,2016,Comedy,5.0,750,1800000.0,2662.0
USA,Catfight,2016,"Comedy, Drama",5.8,5188,350000.0,2666.0
"UK, USA",Division 19,2017,"Action, Sci-Fi, Thriller",4.5,829,2000000.0,2680.0
USA,The Boys in the Band,1970,Drama,7.6,4030,5500000.0,2695.0
UK,Mum & Dad,2008,"Horror, Thriller",5.9,5707,100000.0,2698.0
UK,Burning Men,2019,Drama,4.2,118,1000000.0,2702.0
"Hungary, UK",Eichmann,2007,"Biography, Drama, History",5.9,2987,8000000.0,2706.0
USA,Johnny Got His Gun,1971,"Drama, War",7.9,15306,1000000.0,2735.0
India,Abrahaminte Santhathikal,2018,"Action, Crime, Thriller",7.5,4545,60000000.0,2735.0
USA,Approaching Midnight,2013,"Crime, Drama, Romance",4.2,244,100000.0,2795.0
Bulgaria,Children of Wax,2007,"Action, Crime, Drama",3.8,351,3000000.0,2797.0
USA,Lower Learning,2008,Comedy,4.0,2427,2000000.0,2804.0
Belgium,Seule à mon mariage,2018,Drama,6.4,149,1000000.0,2829.0
"Romania, France",Europolis,2010,Drama,6.1,115,1000000.0,2839.0
USA,Three Days of Rain,2002,Drama,5.5,245,3500000.0,2841.0
"Romania, Czech Republic",Heads and Tails,2019,Drama,3.7,100,150000.0,2853.0
"France, Belgium",La famille Wolberg,2009,Drama,5.8,225,2600000.0,2867.0
Romania,Beyond America,2008,"Drama, History, Romance",3.8,114,1000000.0,2889.0
Turkey,içerdekiler,2018,Drama,6.0,112,150000.0,2910.0
Israel,Once I Was,2010,Drama,7.2,735,2150000.0,2920.0
"UK, France",The Comedian,2012,"Drama, Romance",5.5,329,635000.0,2921.0
"Bangladesh, India",Nabab,2017,"Comedy, Romance, Thriller",7.5,784,30000000.0,2945.0
USA,Mercy,1995,"Crime, Drama, Thriller",5.4,252,52000.0,2967.0
USA,Dog Lover's Symphony,2006,"Comedy, Family",2.6,115,500000.0,2968.0
USA,Philadelphia Experiment II,1993,"Action, Adventure, Sci-Fi",4.5,1775,5000000.0,2970.0
"Germany, Austria",Fremde Haut,2005,Drama,7.0,998,2000000.0,3025.0
USA,Spiral,2007,"Drama, Thriller",6.4,3543,600000.0,3072.0
USA,Sex and the Future,2020,Comedy,1.9,248,1000000.0,3101.0
USA,Nowhere Man,2005,"Comedy, Crime, Drama",3.7,204,250000.0,3105.0
USA,BrainWaves,1982,"Sci-Fi, Thriller",4.7,397,500000.0,3111.0
India,Hawaa,2019,Crime,7.0,273,250000.0,3118.0
USA,Brando Unauthorized,2010,Drama,3.5,121,1500000.0,3123.0
USA,The Girl on the Train,2014,"Action, Thriller",4.3,893,28000000.0,3124.0
"USA, South Korea",American Zombie,2007,"Comedy, Drama, Horror",5.0,1113,1000000.0,3126.0
UK,Moulin Rouge,1952,"Biography, Drama, Music",7.1,4833,1500000.0,3188.0
"France, Germany, Belgium",Le roi danse,2000,"Drama, History, Music",6.9,2112,21000000.0,3203.0
USA,The Work and the Story,2003,Comedy,5.7,100,103000.0,3233.0
"Hungary, Germany",Viharsarok,2014,"Drama, Romance, Sport",6.9,3393,120000000.0,3241.0
USA,Devil Girl,2007,Thriller,3.7,166,1000000.0,3244.0
USA,Windsor Drive,2015,"Mystery, Thriller",3.0,189,100000.0,3256.0
USA,Justice,2017,"Drama, Western",4.0,896,5000000.0,3259.0
"Belgium, France, Luxembourg",Calvaire,2004,Horror,6.2,11427,1790000.0,3260.0
USA,I Love Your Work,2003,"Drama, Mystery",5.3,1777,1650000.0,3264.0
USA,Burning Palms,2010,"Comedy, Thriller",5.3,2641,5000000.0,3271.0
USA,The Scarlet Empress,1934,"Drama, History, Romance",7.6,5688,900000.0,3299.0
Switzerland,Jeune homme,2006,Comedy,6.4,268,2700000.0,3313.0
USA,Prince Valiant,1954,"Action, Adventure, Drama",6.2,2363,2970000.0,3373.0
India,Amazon Obhijaan,2017,"Action, Adventure",4.7,1076,200000000.0,3403.0
"Panama, USA, Argentina",Más que hermanos,2017,Drama,7.9,1213,1600000.0,3410.0
India,Peranbu,2018,Drama,9.0,11752,70000000.0,3417.0
USA,The Mark of Zorro,1940,"Action, Adventure, Romance",7.5,9067,1000000.0,3424.0
USA,Mahogany Sunrise,2014,"Crime, Drama, Romance",7.8,508,150000.0,3432.0
"Argentina, UK",Glue,2006,"Drama, Romance",6.4,1454,35000.0,3439.0
USA,Jesse James,1939,"Biography, Crime, Drama",7.0,3887,1600000.0,3444.0
USA,Short Eyes,1977,Drama,7.0,1074,300000.0,3456.0
Georgia,Quchis dgeebi,2010,Drama,7.7,1097,700000.0,3463.0
USA,Blood and Bone,2009,"Action, Crime, Drama",6.7,30815,3700000.0,3492.0
USA,Locker 13,2014,Thriller,4.8,290,300000.0,3496.0
USA,The Last Film Festival,2016,Comedy,4.0,272,650000.0,3558.0
"Sweden, Finland",Pojkarna,2015,"Crime, Drama, Thriller",6.1,1039,2000000.0,3561.0
UK,Cuckoo,2009,"Drama, Thriller",3.7,116,2500000.0,3587.0
"USA, Canada",It Stains the Sands Red,2016,"Drama, Horror, Sci-Fi",5.5,4276,300000.0,3599.0
USA,Catch Me If You Can,1989,"Action, Comedy, Drama",6.1,543,800000.0,3686.0
Argentina,UPA! Una película argentina,2007,"Comedy, Drama",6.2,126,30000.0,3695.0
Argentina,Claudia,2019,Comedy,5.1,104,15000000.0,3697.0
USA,The Helix... Loaded,2005,"Action, Adventure, Comedy",2.1,565,1000000.0,3700.0
USA,Dumbo,1941,"Animation, Drama, Family",7.2,116855,950000.0,3731.0
Italy,7 ore per farti innamorare,2020,Comedy,5.9,617,1200000.0,3757.0
"France, Spain",Don't Grow Up,2015,"Drama, Horror, Sci-Fi",4.6,1011,2500000.0,3764.0
USA,Nothing Sacred,1937,"Comedy, Drama, Fantasy",6.9,5841,1831927.0,3765.0
Turkey,Kar korsanlari,2015,"Drama, History",6.8,212,200000.0,3767.0
"USA, India",Unfreedom,2014,"Crime, Drama, Romance",5.1,1839,1500000.0,3778.0
USA,Childhood's End,1996,"Comedy, Drama, Romance",5.2,189,600000.0,3804.0
Canada,The Second Time Around,2016,Romance,6.6,146,3000000.0,3837.0
"UK, Ireland, Canada",Puffball,2007,"Drama, Fantasy, Horror",4.2,972,2600000.0,3844.0
USA,Hollidaysburg,2014,Comedy,5.8,939,800000.0,3861.0
USA,Boy on a Dolphin,1957,"Adventure, Drama, Romance",6.3,1328,2800000.0,3867.0
USA,Crown Vic,2019,"Action, Crime, Drama",6.4,3025,3600000.0,3868.0
Taiwan,Ji pai ying xiong,2011,Comedy,5.6,325,2000000.0,3889.0
Turkey,Bir Gece,2015,Drama,4.3,107,400000.0,3891.0
USA,American Dresser,2018,Adventure,5.2,304,18000000.0,3895.0
"Sweden, Norway, Finland",Sista kontraktet,1998,"Crime, Thriller",6.2,1214,24000000.0,3899.0
USA,Going Under,2004,Drama,4.8,254,50000.0,3917.0
Australia,Savages Crossing,2011,Thriller,3.6,227,3000000.0,3928.0
USA,The Night of the Iguana,1964,Drama,7.6,10499,3000000.0,3942.0
Taiwan,Ru meng,2009,Drama,5.6,115,3000000.0,3953.0
"West Germany, France",Der amerikanische Freund,1977,"Crime, Drama, Mystery",7.4,13462,3000000.0,3978.0
USA,Supercon,2018,"Action, Comedy",3.6,732,5500000.0,3982.0
USA,Pickin' & Grinnin',2010,Comedy,6.4,120,1500000.0,4000.0
USA,The Badlanders,1958,"Romance, Western",6.4,1170,1436000.0,4006.0
Australia,The Nothing Men,2010,"Drama, Thriller",6.2,143,1200000.0,4036.0
USA,Freaks,1932,"Drama, Horror",7.9,41173,310607.0,4072.0
UK,Tu£sday,2008,"Action, Crime, Mystery",5.1,570,180000.0,4072.0
Canada,Three Night Stand,2013,"Comedy, Drama",5.1,1487,1200000.0,4076.0
Lithuania,Anarchija Zirmunuose,2010,Drama,5.9,330,100000.0,4085.0
UK,Frenzy,1972,Thriller,7.4,40353,2000000.0,4121.0
India,Aanandam,2016,"Adventure, Comedy, Drama",7.1,1505,43000000.0,4131.0
USA,The Miracle Worker,1962,"Biography, Drama",8.1,15609,500000.0,4139.0
USA,The Hillside Strangler,2004,"Crime, Drama, Thriller",5.3,1741,1400000.0,4143.0
USA,3 Geezers!,2013,Comedy,3.3,681,1000000.0,4175.0
Turkey,Plane Tree,2018,Drama,6.8,168,200000.0,4183.0
"Slovenia, Serbia",Druzinica,2017,Drama,6.3,120,863300.0,4195.0
Israel,Sipur Hatzi-Russi,2006,"Drama, Music, Romance",7.0,258,500000.0,4197.0
USA,Free the Nipple,2014,"Comedy, Drama",3.9,1627,937000.0,4198.0
"Argentina, Germany, Qatar, Dominican Republic",Cocote,2017,Drama,6.6,256,25185569.0,4224.0
"Portugal, Spain",Gelo,2016,"Drama, Fantasy, Mystery",5.7,122,747500.0,4234.0
USA,The Last Hunt,1956,"Drama, Western",6.9,1367,2121000.0,4236.0
Norway,Markens grøde,1921,Drama,6.6,195,250000.0,4272.0
UK,Set Fire to the Stars,2014,"Biography, Drama",5.7,1316,700000.0,4280.0
Romania,Perfect sãnãtos,2017,"Drama, Thriller",4.8,126,700000.0,4297.0
Bolivia,Maleficarum,2011,"Drama, History, Horror",4.6,142,105000.0,4303.0
"Romania, France, Sweden",Alice T.,2018,Drama,6.3,306,1300000.0,4312.0
Argentina,Como una novia sin sexo,2016,"Comedy, Drama, Romance",5.9,354,400000.0,4314.0
Lithuania,Kolekcioniere,2008,Drama,7.1,525,15000.0,4328.0
Philippines,Ang babaeng humayo,2016,Drama,7.3,1202,76000.0,4373.0
Italy,Aprimi il cuore,2002,Drama,5.2,256,5000.0,4381.0
USA,30-Love,2017,"Comedy, Drama, Romance",6.2,108,30000.0,4392.0
"USA, Mexico",The Truth About Emanuel,2013,"Drama, Thriller",6.0,8605,1300000.0,4404.0
"Turkey, France",Gözümün nûru,2013,"Comedy, Drama, Family",6.2,370,315000.0,4410.0
USA,Coffee Date,2006,"Comedy, Romance",6.2,1404,200000.0,4412.0
USA,The Ministers,2009,"Crime, Drama",4.5,1283,7000000.0,4447.0
UK,Yr Ymadawiad,2015,Drama,5.9,300,540000.0,4449.0
India,Agent Sai Srinivasa Athreya,2019,"Action, Comedy, Crime",8.5,5585,20000.0,4454.0
USA,Looking for Kitty,2004,"Comedy, Drama",6.0,872,250000.0,4480.0
UK,Mad Sad & Bad,2009,Comedy,4.5,111,200000.0,4507.0
Germany,Das Haus der schlafenden Schönen,2006,"Drama, Thriller",5.1,284,1450000.0,4509.0
USA,Deliverance,1972,"Adventure, Drama, Thriller",7.7,96769,2000000.0,4534.0
USA,Arlo: The Burping Pig,2016,Family,4.2,104,1000000.0,4539.0
USA,A Boy Called Po,2016,"Drama, Fantasy",6.6,764,500000.0,4550.0
UK,How to Stop Being a Loser,2011,Comedy,4.8,662,1000000.0,4556.0
USA,Hit List,1989,"Action, Thriller",5.6,476,1500000.0,4564.0
Indonesia,Dead Time: Kala,2007,"Crime, Fantasy, Thriller",7.0,875,600000.0,4586.0
USA,Along the Roadside,2013,"Comedy, Music, Romance",6.7,409,250000.0,4586.0
UK,A Taste of Honey,1961,Drama,7.5,4744,121602.0,4597.0
India,Kavaludaari,2019,"Drama, Mystery, Thriller",8.0,1707,28000000.0,4629.0
"UK, USA",Lolita,1962,"Crime, Drama, Romance",7.6,90641,2000000.0,4631.0
"Turkey, Germany",Nefesim Kesilene Kadar,2015,Drama,6.3,510,0.0,4631.0
"Philippines, USA",Goodbye America,1997,"Action, Drama, Romance",5.0,266,75000000.0,4635.0
"West Germany, France, Italy",Der Tiger von Eschnapur,1959,"Adventure, Drama, Romance",6.7,2302,4000000.0,4673.0
"West Germany, France, Italy",Das indische Grabmal,1959,"Adventure, Romance",6.7,2109,20000000.0,4673.0
France,La fiancée du pirate,1969,"Comedy, Drama",7.0,538,450000.0,4692.0
China,Huang jin da jie an,2012,Drama,5.9,566,5000000.0,4745.0
"Belgium, Morocco",Le sac de farine,2012,Drama,6.6,144,2000000.0,4751.0
UK,Ivan and the Dogs,2017,Drama,6.7,146,500000.0,4767.0
India,Ottam,2019,Drama,7.4,494,4000000.0,4791.0
"France, Romania, Portugal",Cendres et sang,2009,Drama,6.1,146,3000000.0,4797.0
USA,Stretch,2014,"Comedy, Crime",6.5,28501,5000000.0,4833.0
USA,The Unknown,1927,"Drama, Horror, Romance",7.8,6992,217000.0,4841.0
Malaysia,Mukhsin,2006,"Comedy, Drama, Family",7.2,300,1100000.0,4854.0
Canada,Nô,1998,Drama,7.0,417,1500000.0,4868.0
Germany,Tore tanzt,2013,"Crime, Drama, Horror",6.9,1372,470000.0,4870.0
Mexico,Año uña,2007,"Drama, Romance",6.9,395,8000.0,4882.0
"Spain, Sweden, France",Vulcania,2015,Thriller,4.9,205,700000.0,4901.0
Canada,Guide de la petite vengeance,2006,"Comedy, Drama, Thriller",6.3,282,7100000.0,4921.0
Czech Republic,Blízko nebe,2005,"Comedy, Drama",4.7,114,1000000.0,4928.0
"Switzerland, Romania",Ryna,2005,Drama,7.0,450,1000000.0,4952.0
"Portugal, France",Morrer Como Um Homem,2009,"Drama, Music",6.4,972,240000.0,4955.0
USA,Swing Time,1936,"Comedy, Musical, Romance",7.6,11998,886000.0,4961.0
USA,sxtape,2013,Horror,3.3,1781,600000.0,4961.0
Turkey,Güvercin,2018,Drama,6.3,427,300000.0,4988.0
India,Aadukalam,2011,"Action, Drama, Sport",8.1,4540,200000000.0,4997.0
USA,Newlyweds,2011,"Comedy, Drama",6.3,1517,9000.0,5000.0
"UK, Germany, Japan",The Garden,1990,Drama,6.5,776,380000.0,5006.0
USA,The Texture of Falling,2018,Drama,6.8,1388,200000.0,5010.0
"Norway, USA",The Sleepwalker,2014,Drama,4.9,672,1100000.0,5012.0
USA,Notes on an Appearance,2018,"Drama, Mystery, Thriller",5.5,143,30000.0,5065.0
USA,The Left Handed Gun,1958,Western,6.5,3743,700000.0,5066.0
USA,Tanner Hall,2009,"Drama, Romance",5.8,3299,3000000.0,5073.0
USA,2307: Winter's Dream,2016,Sci-Fi,3.8,1480,1200000.0,5078.0
USA,Crimewave,1985,"Comedy, Crime, Horror",5.7,5036,3000000.0,5101.0
USA,The Strip,2009,Comedy,7.2,128,1200000.0,5107.0
Malaysia,Flower in the Pocket,2007,"Comedy, Drama",6.4,170,150000.0,5109.0
USA,In the Absence of Good Men,2017,"Action, Crime, Drama",4.4,1339,5000000.0,5124.0
USA,Turn the River,2007,Drama,5.8,1704,500000.0,5149.0
USA,100 Acres of Hell,2019,"Action, Crime, Horror",2.8,180,65000.0,5152.0
"Belgium, France",Je te survivrai,2014,Comedy,5.9,285,2000000.0,5162.0
"Hungary, Germany, France",Liliom ösvény,2016,Drama,6.0,123,350000000.0,5208.0
"Romania, Finland",Întâlniri încrucisate,2008,"Drama, Thriller",6.1,117,570000.0,5237.0
USA,Paths of Glory,1957,"Drama, War",8.4,172671,935000.0,5252.0
UK,The Silent Storm,2014,"Drama, Romance",5.1,362,5000000.0,5260.0
USA,Say Uncle,2005,"Comedy, Drama",5.5,628,650000.0,5361.0
Ireland,Charlie Casanova,2011,"Crime, Drama, Thriller",5.3,367,937.0,5401.0
"Luxembourg, Germany, France",Brudermord,2005,Drama,6.7,285,1500000.0,5428.0
USA,Dragonwyck,1946,"Drama, Thriller, Mystery",7.0,3653,1900000.0,5434.0
USA,Streets of Legend,2003,"Action, Drama",2.5,287,1200000.0,5471.0
UK,Caravaggio,1986,"Biography, Drama, History",6.6,5170,450000.0,5478.0
USA,The First $20 Million Is Always the Hardest,2002,Comedy,5.6,3019,17000000.0,5491.0
Italy,The Nest (Il nido),2019,"Horror, Mystery",5.6,783,1300000.0,5504.0
"Peru, USA",Icaros: A Vision,2016,Drama,6.0,171,600000.0,5510.0
USA,The Living,2014,"Crime, Drama, Mystery",6.1,1999,500000.0,5514.0
Argentina,Mater,2017,Drama,4.6,177,600000.0,5519.0
"Latvia, Czech Republic, Finland",Melanijas hronika,2016,"Biography, Drama, History",7.4,726,705000.0,5527.0
USA,White Heat,1949,"Action, Crime, Drama",8.1,28955,1300000.0,5534.0
UK,Matriarch,2018,"Horror, Thriller",5.4,2896,45000.0,5535.0
USA,Kid Cannabis,2014,"Biography, Comedy, Crime",6.4,9344,5000000.0,5565.0
USA,The Russian Bride,2019,"Horror, Thriller",5.3,2424,500000.0,5595.0
"Serbia, Germany, France, Hungary, Croatia",Praktican vodic kroz Beograd sa pevanjem i plakanjem,2011,"Comedy, Drama, Romance",6.5,158,1265000.0,5630.0
Italy,The Music Box,2018,"Horror, Thriller",4.1,627,437000.0,5642.0
USA,Knife Fight,2012,Drama,5.1,1339,7000000.0,5661.0
Germany,Knockin' on Heaven's Door,1997,"Action, Crime, Comedy",8.0,27031,4300000.0,5710.0
"Argentina, Mexico",A Trip to the Moon,2017,"Adventure, Comedy, Drama",5.9,115,400000.0,5731.0
Turkey,Kiraz Mevsimi,2018,Drama,5.9,374,100.0,5732.0
"Kazakhstan, France, Germany, Russia",Baksy,2008,"Drama, Fantasy",6.7,202,1500000.0,5747.0
"Nigeria, USA",Black November,2012,"Action, Crime, Drama",5.3,534,7500000.0,5782.0
"Canada, UK",Emile,2003,Drama,6.4,691,3000000.0,5799.0
"Puerto Rico, USA",Speed Kills,2018,"Action, Crime, Drama",4.2,2456,15000000.0,5812.0
"Iceland, Germany, Norway, Denmark",Djöflaeyjan,1996,"Comedy, Drama",7.2,981,200000000.0,5814.0
