country,original_title,year,genre,avg_vote,worlwide_gross_income
USA,Green Book,2018,Biography,8.2,321752656.0
USA,Lethal Weapon 3,1992,Action,6.7,321731527.0
USA,The Ugly Truth,2009,Comedy,6.4,321682600.0
USA,Robin Hood,2010,Action,6.6,321669741.0
Germany,Inglourious Basterds,2009,Adventure,8.3,321455689.0
USA,101 Dalmatians,1996,Adventure,5.7,320689294.0
Canada,The Conjuring 2,2016,Horror,7.3,320392818.0
USA,Fatal Attraction,1987,Drama,6.9,320145693.0
India,Darling,2015,Comedy,6.0,320000000.0
India,Oka Laila Kosam,2014,Comedy,6.0,320000000.0
India,Stalin,2006,Action,5.9,320000000.0
USA,The Last Airbender,2010,Action,4.0,319713881.0
USA,The Conjuring,2013,Horror,7.5,319501756.0
USA,The Proposal,2009,Comedy,6.7,317375031.0
USA,A Beautiful Mind,2001,Biography,8.2,316791257.0
USA,Beverly Hills Cop,1984,Action,7.3,316360478.0
USA,Air Force One,1997,Action,6.5,315156409.0
USA,The Expendables 2,2012,Action,6.6,314975955.0
USA,Chicken Little,2005,Animation,5.7,314432837.0
USA,As Good as It Gets,1997,Comedy,7.7,314178011.0
USA,The Polar Express,2004,Animation,6.6,313500433.0
USA,Maze Runner: The Scorch Trials,2015,Action,6.3,312296056.0
USA,Resident Evil: The Final Chapter,2016,Action,5.5,312242626.0
USA,Austin Powers: The Spy Who Shagged Me,1999,Action,6.6,312016928.0
USA,The Lego Batman Movie,2017,Animation,7.3,311950384.0
USA,Ocean's Thirteen,2007,Action,6.9,311312624.0
USA,Little Fockers,2010,Comedy,5.5,310650585.0
USA,Bolt,2008,Animation,6.8,309979994.0
USA,Ransom,1996,Action,6.7,309492681.0
USA,Runaway Bride,1999,Comedy,5.6,309460292.0
USA,Knives Out,2019,Comedy,7.9,309232797.0
USA,The Blind Side,2009,Biography,7.6,309208309.0
China,Qian ren 3: Zai jian qian ren,2017,Comedy,5.5,307592427.0
USA,The Fault in Our Stars,2014,Drama,7.7,307166834.0
USA,The Pursuit of Happyness,2006,Biography,8.0,307127625.0
USA,Rise of the Guardians,2012,Animation,7.3,306941670.0
USA,Close Encounters of the Third Kind,1977,Drama,7.6,306899494.0
USA,Chicago,2002,Comedy,7.1,306776732.0
USA,Sonic the Hedgehog,2020,Action,6.5,306766470.0
USA,Annabelle: Creation,2017,Horror,6.5,306515884.0
Hong Kong,Skyscraper,2018,Action,5.8,305858384.0
USA,A Good Day to Die Hard,2013,Action,5.3,304654182.0
USA,Mulan,1998,Animation,7.6,304320254.0
India,Dangal,2016,Action,8.4,303723636.0
USA,Passengers,2016,Drama,7.0,303144152.0
USA,Battleship,2012,Action,5.8,303025485.0
USA,Liar Liar,1997,Comedy,6.9,302710615.0
USA,G.I. Joe: The Rise of Cobra,2009,Action,5.8,302469017.0
Spain,Wrath of the Titans,2012,Action,5.7,301970083.0
USA,4: Rise of the Silver Surfer,2007,Action,5.6,301913131.0
India,Ramayya Vastavayya,2013,Action,5.1,300900000.0
USA,Hook,1991,Adventure,6.8,300854823.0
USA,Rocky IV,1985,Drama,6.9,300473716.0
USA,Superman,1978,Action,7.3,300451667.0
USA,Rambo: First Blood Part II,1985,Action,6.5,300400432.0
Germany,Resident Evil: Afterlife,2010,Action,5.8,300228084.0
USA,Van Helsing,2004,Action,6.1,300157638.0
Germany,Stuart Little,1999,Adventure,5.9,300135367.0
India,Brindaavanam,2010,Action,7.1,300100000.0
India,Thenali,2000,Comedy,7.5,300000000.0
USA,Beverly Hills Cop II,1987,Action,6.5,299965036.0
USA,Alice Through the Looking Glass,2016,Adventure,6.2,299457024.0
USA,My Best Friend's Wedding,1997,Comedy,6.3,299288605.0
USA,Real Steel,2011,Action,7.1,299268508.0
USA,Horton Hears a Who!,2008,Animation,6.8,298572799.0
USA,Ocean's Eight,2018,Action,6.2,297718711.0
USA,Insurgent,2015,Action,6.2,297002527.0
USA,Look Who's Talking,1989,Comedy,5.9,296999813.0
USA,Austin Powers in Goldmember,2002,Action,6.2,296938801.0
USA,Miss Peregrine's Home for Peculiar Children,2016,Adventure,6.7,296482446.0
USA,Ghostbusters,1984,Action,7.8,296425473.0
USA,X-Men,2000,Action,7.4,296339528.0
USA,Ferdinand,2017,Animation,6.7,296069199.0
USA,Shutter Island,2010,Mystery,8.2,294804195.0
USA,Doctor Dolittle,1998,Comedy,5.4,294456605.0
USA,Bee Movie,2007,Animation,6.1,293514336.0
USA,Salt,2010,Action,6.4,293503354.0
USA,G-Force,2009,Animation,5.1,292817841.0
USA,The Departed,2006,Crime,8.5,291465034.0
USA,What Lies Beneath,2000,Drama,6.6,291420351.0
UK,Pacific Rim: Uprising,2018,Action,5.6,290930148.0
USA,The Bourne Supremacy,2004,Action,7.7,290835269.0
USA,Sex and the City 2,2010,Comedy,4.5,290745055.0
USA,Shakespeare in Love,1998,Comedy,7.1,289317794.0
USA,Divergent,2014,Action,6.7,288885818.0
USA,Coming to America,1988,Comedy,7.0,288752301.0
USA,Wedding Crashers,2005,Comedy,6.9,288467645.0
USA,Bridesmaids,2011,Comedy,6.8,288383523.0
USA,Maze Runner: The Death Cure,2018,Action,6.2,288175335.0
USA,Casper,1995,Comedy,6.1,287928194.0
USA,American Pie 2,2001,Comedy,6.4,287553595.0
USA,Pitch Perfect 2,2015,Comedy,6.4,287144079.0
India,Pataas,2015,Action,6.7,287000000.0
USA,The Green Mile,1999,Crime,8.6,286801374.0
USA,Oblivion,2013,Action,7.0,286168572.0
USA,Elysium,2013,Action,6.6,286140700.0
USA,Lethal Weapon 4,1998,Action,6.6,285444603.0
USA,John Carter,2012,Action,6.6,284139100.0
USA,Turbo,2013,Animation,6.4,282570682.0
UK,Paddington,2014,Adventure,7.2,282374179.0
UK,Bridget Jones's Diary,2001,Comedy,6.7,281929795.0
USA,The Tourist,2010,Action,6.0,278780441.0
USA,Split,2016,Horror,7.3,278454358.0
USA,Scary Movie,2000,Comedy,6.2,278019771.0
India,Rabhasa,2014,Action,4.9,277500000.0
USA,xXx,2002,Action,5.9,277448382.0
China,Ba Bai,2020,War,7.2,277207347.0
USA,The Bourne Legacy,2012,Action,6.7,276144750.0
USA,Mr. Peabody & Sherman,2014,Animation,6.8,275698039.0
USA,Scooby-Doo,2002,Adventure,5.1,275650703.0
USA,Lincoln,2012,Biography,7.3,275293450.0
USA,Lara Croft: Tomb Raider,2001,Action,5.8,274703340.0
UK,Tomb Raider,2018,Action,6.3,274650803.0
USA,The Expendables,2010,Action,6.5,274470394.0
USA,Cloudy with a Chance of Meatballs 2,2013,Animation,6.4,274325949.0
USA,The Little Mermaid,1989,Animation,7.6,274191153.0
USA,The Nutty Professor,1996,Comedy,5.6,273961019.0
USA,Jerry Maguire,1996,Comedy,7.3,273552592.0
USA,Bad Boys II,2003,Action,6.6,273339556.0
USA,Lilo & Stitch,2002,Animation,7.2,273144151.0
USA,The Silence of the Lambs,1991,Crime,8.6,272753884.0
USA,Get Out,2017,Horror,7.7,272500313.0
USA,Grown Ups,2010,Comedy,5.9,271457301.0
USA,Neighbors,2014,Comedy,6.3,270665134.0
India,Rebel,2012,Action,4.7,270300000.0
USA,The Firm,1993,Drama,6.8,270248367.0
USA,We're the Millers,2013,Comedy,7.0,269994119.0
Germany,Gran Torino,2008,Drama,8.1,269958228.0
USA,"10,000 BC",2008,Action,5.1,269784201.0
USA,American Gangster,2007,Biography,7.8,269755430.0
USA,Epic,2013,Animation,6.7,268426634.0
UK,Exodus: Gods and Kings,2014,Action,6.0,268175631.0
USA,Bambi,1942,Animation,7.3,267447150.0
USA,The Princess and the Frog,2009,Animation,7.1,267045765.0
USA,Batman Returns,1992,Action,7.0,266903053.0
USA,Indecent Proposal,1993,Drama,6.0,266614059.0
USA,Something's Gotta Give,2003,Comedy,6.7,265328738.0
UK,Bridget Jones: The Edge of Reason,2004,Comedy,6.0,265126918.0
USA,The Incredible Hulk,2008,Action,6.7,264770996.0
USA,Waterworld,1995,Action,6.2,264218220.0
USA,The Truman Show,1998,Comedy,8.1,264118201.0
USA,Charlie's Angels,2000,Action,5.5,264105545.0
France,The Fifth Element,1997,Action,7.7,264029966.0
USA,Jumanji,1995,Adventure,7.0,262821940.0
USA,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,7.3,262552893.0
USA,Robots,2005,Animation,6.3,262511490.0
USA,Knight and Day,2010,Action,6.3,261989769.0
USA,Total Recall,1990,Action,7.5,261317921.0
USA,Terminator: Dark Fate,2019,Action,6.2,261119292.0
USA,The Lone Ranger,2013,Action,6.4,260502115.0
USA,Super 8,2011,Action,7.0,260095986.0
China,Xun long jue,2015,Action,6.0,259368448.0
USA,Blade Runner 2049,2017,Action,8.0,259239658.0
USA,Charlie's Angels: Full Throttle,2003,Action,4.9,259175788.0
USA,Rush Hour 3,2007,Action,6.2,258097122.0
UK,The Full Monty,1997,Comedy,7.2,257938649.0
China,Gong fu yu jia,2017,Action,5.2,257750479.0
South Korea,Gisaengchung,2019,Comedy,8.6,257604912.0
USA,Annabelle,2014,Horror,5.4,257047661.0
USA,The Village,2004,Drama,6.5,256697520.0
China,Gang jiong,2015,Action,5.4,256283912.0
USA,Erin Brockovich,2000,Biography,7.3,256271286.0
China,Fei chi ren sheng,2019,Comedy,6.2,255863112.0
USA,Marley & Me,2008,Comedy,7.1,255743093.0
USA,Halloween,2018,Crime,6.6,255485178.0
USA,Us,2019,Horror,6.9,255184580.0
USA,Cliffhanger,1993,Action,6.4,255000211.0
India,Bãhubali 2: The Conclusion,2017,Action,8.2,254158390.0
Australia,Babe,1995,Comedy,6.8,254134910.0
China,Men in Black: International,2019,Action,5.6,253890701.0
USA,Wild Hogs,2007,Action,5.8,253625427.0
USA,High School Musical 3: Senior Year,2008,Comedy,4.8,252909177.0
USA,Hercules,1997,Animation,7.3,252712101.0
USA,Dark Phoenix,2019,Action,5.8,252442974.0
USA,True Grit,2010,Drama,7.6,252276927.0
UK,Bean,1997,Adventure,6.5,251212670.0
USA,American Hustle,2013,Crime,7.2,251171807.0
USA,Enemy of the State,1998,Action,7.3,250849789.0
USA,You've Got Mail,1998,Comedy,6.6,250821495.0
USA,Eragon,2006,Action,5.1,250425512.0
USA,Brother Bear,2003,Animation,6.8,250397798.0
USA,The Mask of Zorro,1998,Action,6.7,250288523.0
India,Baasha,1995,Action,8.2,250000000.0
India,Winner,2017,Action,4.6,250000000.0
USA,The Ring,2002,Horror,7.1,249348933.0
USA,The Blair Witch Project,1999,Horror,6.5,248639099.0
USA,Unbreakable,2000,Drama,7.3,248118121.0
China,Journey to the West: Demon Chapter,2017,Adventure,5.4,247585244.0
USA,Dumb and Dumber,1994,Comedy,7.3,247275374.0
USA,Glass,2019,Drama,6.7,246999039.0
USA,Grown Ups 2,2013,Comedy,5.4,246984278.0
USA,The Peanuts Movie,2015,Animation,7.1,246233113.0
USA,Back to the Future Part III,1990,Adventure,7.4,246145853.0
USA,The Godfather,1972,Crime,9.2,246120974.0
USA,Dolittle,2020,Adventure,5.6,245891166.0
USA,Rango,2011,Animation,7.2,245724603.0
UK,Four Weddings and a Funeral,1994,Comedy,7.0,245700832.0
USA,Face/Off,1997,Action,7.3,245676146.0
USA,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Action,6.0,245623848.0
USA,Dark Shadows,2012,Comedy,6.2,245527149.0
USA,Hulk,2003,Action,5.6,245285165.0
China,Lie huo ying xiong,2019,Action,5.5,245179562.0
France,Bienvenue chez les Ch'tis,2008,Comedy,7.1,245144417.0
UK,Love Actually,2003,Comedy,7.6,244935382.0
USA,Pixels,2015,Action,5.5,244874809.0
USA,Hercules,2014,Action,6.0,244819862.0
USA,Rush Hour,1998,Action,7.0,244721064.0
USA,Journey to the Center of the Earth,2008,Action,5.8,244232688.0
USA,After Earth,2013,Action,4.8,243611982.0
USA,A Few Good Men,1992,Drama,7.7,243240178.0
USA,Cloudy with a Chance of Meatballs,2009,Animation,6.9,243006126.0
USA,8 Mile,2002,Drama,7.1,242875078.0
USA,Daddy's Home,2015,Comedy,6.2,242786137.0
USA,RoboCop,2014,Action,6.1,242688965.0
USA,Eraser,1996,Action,6.1,242295562.0
USA,Alien: Covenant,2017,Horror,6.4,240891763.0
USA,Sully,2016,Biography,7.4,240797623.0
USA,Assassin's Creed,2016,Action,5.7,240697856.0
USA,Click,2006,Comedy,6.4,240685326.0
USA,Die Hard 2,1990,Action,7.2,240247433.0
Germany,Resident Evil: Retribution,2012,Action,5.4,240159255.0
India,Dharma Durai,2016,Drama,7.5,240000000.0
Australia,'Crocodile' Dundee II,1988,Action,5.6,239606210.0
USA,Planes,2013,Animation,5.7,239258712.0
USA,Crazy Rich Asians,2018,Comedy,6.9,238538736.0
USA,Batman & Robin,1997,Action,3.7,238235915.0
USA,Gulliver's Travels,2010,Adventure,4.9,237382724.0
USA,Gone in Sixty Seconds,2000,Action,6.5,237202299.0
USA,Saturday Night Fever,1977,Drama,6.8,237113184.0
USA,Silver Linings Playbook,2012,Comedy,7.7,236412453.0
USA,2 Fast 2 Furious,2003,Action,5.9,236350661.0
Japan,Hauru no ugoku shiro,2004,Animation,8.2,236212992.0
USA,Hidden Figures,2016,Biography,7.8,235956898.0
USA,A.I. Artificial Intelligence,2001,Drama,7.2,235926552.0
USA,Dead Poets Society,1989,Comedy,8.1,235860116.0
USA,Spy,2015,Action,7.0,235666219.0
USA,American Pie,1999,Comedy,7.0,235483004.0
USA,American Reunion,2012,Comedy,6.7,234989584.0
USA,Big Daddy,1999,Comedy,6.4,234801895.0
USA,Alvin and the Chipmunks: The Road Chip,2015,Animation,5.0,234798636.0
UK,The Imitation Game,2014,Biography,8.0,233555708.0
USA,The Day the Earth Stood Still,2008,Drama,5.5,233093859.0
USA,American Wedding,2003,Comedy,6.3,232722935.0
India,Saheb Biwi Aur Gangster Returns,2013,Action,6.8,232700000.0
USA,The Girl with the Dragon Tattoo,2011,Crime,7.8,232617430.0
USA,Juno,2007,Comedy,7.4,232372681.0
USA,Argo,2012,Biography,7.7,232325503.0
UK,Mr. Bean's Holiday,2007,Comedy,6.4,232225908.0
USA,The English Patient,1996,Drama,7.4,231976425.0
USA,Sister Act,1992,Comedy,6.4,231605150.0
USA,Annabelle Comes Home,2019,Horror,5.9,231252591.0
USA,Constantine,2005,Action,7.0,230884728.0
USA,Get Smart,2008,Action,6.5,230685453.0
USA,Space Jam,1996,Animation,6.4,230418342.0
Italy,La vita è bella,1997,Comedy,8.6,230098753.0
India,Polladhavan,2007,Action,7.6,230000000.0
USA,The Heat,2013,Action,6.6,229930771.0
USA,Ghostbusters,2016,Action,5.2,229147509.0
USA,Ghost Rider,2007,Action,5.2,228738393.0
Japan,Sennen no koi - Hikaru Genji monogatari,2001,Biography,5.9,228612367.0
China,Xia Luo te fan nao,2015,Comedy,6.7,228122928.0
UK,Paddington 2,2017,Adventure,7.8,227978645.0
USA,Sleepless in Seattle,1993,Comedy,6.8,227927165.0
USA,Lethal Weapon 2,1989,Action,7.2,227853986.0
USA,The Green Hornet,2011,Action,5.8,227817248.0
USA,Out of Africa,1985,Biography,7.2,227542205.0
China,Fang hua,2017,Drama,7.1,227091290.0
UK,Baby Driver,2017,Action,7.6,226945087.0
USA,Immortals,2011,Action,6.0,226904017.0
France,Taken,2008,Action,7.8,226837760.0
UK,Percy Jackson & the Olympians: The Lightning Thief,2010,Adventure,5.9,226497209.0
Germany,Hansel & Gretel: Witch Hunters,2013,Action,6.1,226349749.0
USA,Good Will Hunting,1997,Drama,8.3,225933435.0
France,Valerian and the City of a Thousand Planets,2017,Action,6.5,225874228.0
China,Shao nian de ni,2019,Crime,7.6,225820914.0
USA,Ford v Ferrari,2019,Action,8.1,225508210.0
USA,Jumper,2008,Action,6.1,225132113.0
USA,The Social Network,2010,Biography,7.7,224920315.0
UK,Chicken Run,2000,Animation,7.0,224834564.0
USA,Con Air,1997,Action,6.9,224012234.0
USA,Interview with the Vampire: The Vampire Chronicles,1994,Drama,7.5,223664608.0
USA,Flightplan,2005,Drama,6.3,223387299.0
USA,Yes Man,2008,Comedy,6.8,223241637.0
USA,Pulp Fiction,1994,Crime,8.9,222831817.0
UK,Non-Stop,2014,Action,6.9,222809600.0
USA,"Honey, I Shrunk the Kids",1989,Adventure,6.4,222724172.0
USA,Wild Wild West,1999,Action,4.9,222104681.0
USA,Elf,2003,Comedy,6.9,221671773.0
USA,Geostorm,2017,Action,5.3,221600160.0
USA,Presumed Innocent,1990,Mystery,6.9,221303188.0
USA,Collateral,2004,Crime,7.5,220926695.0
USA,Scary Movie 3,2003,Comedy,5.5,220673217.0
USA,Inferno,2016,Action,6.2,220021259.0
India,Kutti Puli,2013,Action,4.5,220000000.0
India,Aranmanai,2014,Comedy,5.2,220000000.0
India,Saahasam Swaasaga Saagipo,2016,Action,6.9,220000000.0
India,Kuruthipunal,1995,Action,8.5,220000000.0
USA,Knocked Up,2007,Comedy,6.9,219922417.0
USA,Green Lantern,2011,Action,5.5,219851172.0
USA,What Happens in Vegas,2008,Comedy,6.1,219375562.0
USA,It's Complicated,2009,Comedy,6.5,219103655.0
USA,The Terminal,2004,Comedy,7.4,219100084.0
USA,Captain Phillips,2013,Adventure,7.8,218791811.0
USA,The Prince of Egypt,1998,Animation,7.1,218613188.0
USA,Jack Reacher,2012,Action,7.0,218340595.0
UK,Kingdom of Heaven,2005,Action,7.2,218122627.0
USA,Dirty Dancing,1987,Drama,7.0,217856315.0
USA,The Emoji Movie,2017,Animation,3.3,217776646.0
USA,Dracula Untold,2014,Action,6.3,217124280.0
USA,Central Intelligence,2016,Action,6.3,216972543.0
USA,Million Dollar Baby,2004,Drama,8.1,216763646.0
USA,The Help,2011,Drama,8.0,216639112.0
USA,Twins,1988,Comedy,6.1,216614388.0
USA,Little Women,2019,Drama,7.8,216601214.0
USA,Valentine's Day,2010,Comedy,5.7,216485654.0
USA,Bad Teacher,2011,Comedy,5.6,216197492.0
USA,One Hundred and One Dalmatians,1961,Animation,7.2,216026182.0
USA,Clear and Present Danger,1994,Action,6.9,215887717.0
USA,Ted 2,2015,Comedy,6.3,215863606.0
USA,Dracula,1992,Horror,7.4,215862692.0
USA,Vertical Limit,2000,Action,5.9,215663859.0
USA,Ghostbusters II,1989,Action,6.6,215394738.0
USA,The Patriot,2000,Action,7.2,215294342.0
USA,The Sorcerer's Apprentice,2010,Action,6.1,215283742.0
USA,Just Go with It,2011,Comedy,6.4,214945591.0
USA,The Expendables 3,2014,Action,6.1,214657577.0
USA,The Fast and the Furious,2001,Action,6.8,214474595.0
USA,Creed II,2018,Drama,7.1,214215889.0
USA,Public Enemies,2009,Biography,7.0,214104620.0
USA,Smallfoot,2018,Animation,6.6,214040103.0
USA,The Bourne Identity,2002,Action,7.9,214034224.0
USA,Disclosure,1994,Drama,6.1,214015089.0
Germany,The Aviator,2004,Biography,7.5,213719942.0
Taiwan,Wo hu cang long,2000,Action,7.8,213525736.0
USA,Braveheart,1995,Biography,8.3,213216216.0
USA,Into the Woods,2014,Adventure,5.9,212902372.0
USA,Bedtime Stories,2008,Comedy,6.0,212874864.0
USA,Miss Congeniality,2000,Action,6.2,212742720.0
USA,Entrapment,1999,Action,6.3,212404396.0
USA,Ace Ventura: When Nature Calls,1995,Adventure,6.4,212385533.0
USA,End of Days,1999,Action,5.8,211989043.0
USA,Bridget Jones's Baby,2016,Comedy,6.5,211952420.0
USA,Fury,2014,Action,7.6,211822697.0
USA,Battle Los Angeles,2011,Action,5.7,211819354.0
UK,Australia,2008,Adventure,6.6,211787511.0
USA,Due Date,2010,Comedy,6.5,211780824.0
USA,Master and Commander: The Far Side of the World,2003,Action,7.4,211622535.0
Germany,A Series of Unfortunate Events,2004,Adventure,6.8,211468235.0
South Africa,District 9,2009,Action,7.9,210888950.0
USA,The Jungle Book,1967,Animation,7.6,210310084.0
UK,Moonraker,1979,Action,6.3,210308099.0
India,Salim,2014,Action,6.8,210000000.0
Spain,The Others,2001,Horror,7.6,209947037.0
USA,Horrible Bosses,2011,Comedy,6.9,209838559.0
China,Hou lai de wo men,2018,Drama,7.3,209221380.0
Germany,Red Dragon,2002,Crime,7.2,209196298.0
USA,Tomorrowland,2015,Action,6.4,209035668.0
UK,Me Before You,2016,Drama,7.4,208314186.0
South Africa,Safe House,2012,Action,6.7,208076205.0
USA,S.W.A.T.,2003,Action,6.0,207725639.0
USA,Traffic,2000,Crime,7.6,207515725.0
USA,Paranormal Activity 3,2011,Horror,5.8,207039844.0
USA,Philadelphia,1993,Drama,7.7,206678440.0
Germany,Sleepy Hollow,1999,Fantasy,7.3,206071502.0
USA,The Holiday,2006,Comedy,6.9,205841885.0
UK,London Has Fallen,2016,Action,5.9,205754447.0
USA,A Dog's Purpose,2017,Adventure,7.2,205736628.0
USA,The Break-Up,2006,Comedy,5.8,205668210.0
China,Xi you: Xiang mo pian,2013,Action,6.8,205637183.0
France,JFK,1991,Drama,8.0,205405498.0
USA,White House Down,2013,Action,6.4,205366737.0
USA,Fun with Dick and Jane,2005,Comedy,6.2,204681899.0
USA,Eat Pray Love,2010,Biography,5.8,204594016.0
USA,You Don't Mess with the Zohan,2008,Comedy,5.5,204313400.0
USA,King Arthur,2004,Action,6.3,203567857.0
USA,Hairspray,2007,Comedy,6.6,203552922.0
USA,Yogi Bear,2010,Animation,4.6,203509374.0
UK,Everest,2015,Action,7.1,203427584.0
USA,Vanilla Sky,2001,Fantasy,6.9,203388341.0
USA,Arrival,2016,Drama,7.9,203388186.0
USA,Need for Speed,2014,Action,6.4,203277636.0
Japan,Gake no ue no Ponyo,2008,Animation,7.7,203204882.0
USA,Garfield,2004,Animation,5.0,203172417.0
Canada,The Addams Family,2019,Animation,5.8,203044905.0
USA,Patch Adams,1998,Biography,6.8,202292902.0
USA,Teenage Mutant Ninja Turtles,1990,Action,6.8,201965915.0
USA,Kindergarten Cop,1990,Action,6.1,201957688.0
USA,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,Action,6.1,201858461.0
USA,Straight Outta Compton,2015,Biography,7.8,201634991.0
USA,21 Jump Street,2012,Action,7.2,201585328.0
USA,Valkyrie,2008,Drama,7.1,201545517.0
USA,Open Season,2006,Animation,6.1,200811689.0
USA,Cats & Dogs,2001,Action,5.1,200687492.0
USA,The Hunt for Red October,1990,Action,7.6,200512643.0
India,Loafer,2015,Action,5.2,200000000.0
USA,Percy Jackson: Sea of Monsters,2013,Adventure,5.8,199850315.0
USA,Two Weeks Notice,2002,Comedy,6.1,199043242.0
USA,RED,2010,Action,7.0,199006387.0
USA,City of Angels,1998,Drama,6.7,198685114.0
Canada,The Pacifier,2005,Action,5.6,198636868.0
USA,50 First Dates,2004,Comedy,6.8,198520934.0
USA,Total Recall,2012,Action,6.3,198467168.0
China,Yi chu hao xi,2018,Comedy,6.2,198326350.0
Spain,Lo imposible,2012,Drama,7.6,198087212.0
China,Ren zai jiong tu: Tai jiong,2012,Adventure,6.2,197757387.0
UK,Christopher Robin,2018,Comedy,7.3,197744377.0
UK,Jack the Giant Slayer,2013,Adventure,6.2,197687603.0
USA,Smurfs: The Lost Village,2017,Animation,6.0,197183546.0
USA,Spy Kids 3: Game Over,2003,Action,4.3,197101678.0
USA,Panic Room,2002,Crime,6.8,197079546.0
USA,The Other Woman,2014,Comedy,6.0,196710396.0
USA,Stargate,1994,Action,7.1,196567262.0
USA,Beowulf,2007,Animation,6.2,196393745.0
USA,The Vow,2012,Drama,6.8,196114570.0
USA,Anger Management,2003,Comedy,6.3,195745823.0
USA,Tropic Thunder,2008,Action,7.0,195702811.0
USA,The Shape of Water,2017,Adventure,7.3,195333312.0
USA,The Pelican Brief,1993,Crime,6.6,195268056.0
