country,original_title,year,genre,avg_vote,worlwide_gross_income
Sweden,Sista kontraktet,1998,Crime,6.2,3899.0
India,Vennila Kabadi Kuzhu,2009,Drama,7.3,3896.0
USA,American Dresser,2018,Adventure,5.2,3895.0
Turkey,Bir Gece,2015,Drama,4.3,3891.0
Japan,Kimi no koe o todoketai,2017,Animation,6.1,3891.0
India,Kammatti Paadam,2016,Action,8.1,3891.0
Taiwan,Ji pai ying xiong,2011,Comedy,5.6,3889.0
UK,For Those in Peril,2013,Drama,6.4,3886.0
USA,Crown Vic,2019,Action,6.4,3868.0
USA,Boy on a Dolphin,1957,Adventure,6.3,3867.0
USA,Hollidaysburg,2014,Comedy,5.8,3861.0
Spain,Palavra e Utopia,2000,Biography,6.6,3854.0
France,"Operai, contadini",2001,Drama,6.1,3848.0
Japan,Hatsukoi,2006,Crime,6.2,3846.0
UK,Puffball,2007,Drama,4.2,3844.0
Canada,The Second Time Around,2016,Romance,6.6,3837.0
India,Aashayein,2010,Drama,7.1,3836.0
India,Humble Politician Nograj,2018,Comedy,7.0,3835.0
Romania,Box,2015,Drama,5.6,3824.0
UK,Await Further Instructions,2018,Horror,4.8,3823.0
USA,The Man Who Killed Hitler and Then the Bigfoot,2018,Adventure,5.7,3822.0
USA,Childhood's End,1996,Comedy,5.2,3804.0
France,Trafic,1971,Comedy,7.1,3800.0
Turkey,Were Dengê Min: Come To My Voice,2014,Drama,6.6,3789.0
Sweden,Ett hål i mitt hjärta,2004,Drama,4.5,3784.0
Denmark,De grønne slagtere,2003,Comedy,7.3,3783.0
India,Bawandar,2000,Drama,7.0,3779.0
USA,Unfreedom,2014,Crime,5.1,3778.0
USA,Second Nature,2016,Comedy,4.8,3774.0
Chile,Dry Martina,2018,Comedy,5.8,3774.0
West Germany,Die linkshändige Frau,1977,Drama,6.5,3773.0
USA,Berkeley,2005,Drama,5.0,3770.0
Canada,Shock to the System,2006,Crime,6.7,3768.0
Turkey,Kar korsanlari,2015,Drama,6.8,3767.0
USA,Nothing Sacred,1937,Comedy,6.9,3765.0
France,Don't Grow Up,2015,Drama,4.6,3764.0
Bulgaria,Razsledvane,2006,Crime,6.7,3764.0
Italy,7 ore per farti innamorare,2020,Comedy,5.9,3757.0
USA,The Hollow,2016,Crime,5.5,3755.0
Canada,Nelly,2016,Drama,5.6,3751.0
UK,Fever Pitch,1997,Comedy,6.7,3736.0
India,Puthiya Niyamam,2016,Mystery,6.5,3735.0
Thailand,Monrak Transistor,2001,Comedy,7.3,3734.0
Poland,Duze zwierze,2000,Comedy,7.1,3733.0
USA,Dumbo,1941,Animation,7.2,3731.0
Japan,Bashing,2005,Drama,6.8,3730.0
Argentina,La noche,2016,Drama,4.0,3720.0
Turkey,Bütün Saadetler Mümkündür,2017,Drama,5.7,3719.0
France,Si tu voyais son coeur,2017,Crime,4.8,3700.0
Netherlands,Der Stand der Dinge,1982,Drama,7.0,3700.0
USA,The Helix... Loaded,2005,Action,2.1,3700.0
USA,The Men Next Door,2012,Comedy,5.6,3699.0
France,La fiancée de Dracula,2002,Horror,4.9,3697.0
Argentina,Claudia,2019,Comedy,5.1,3697.0
USA,Collaborator,2011,Comedy,5.9,3696.0
Venezuela,La familia,2017,Drama,6.7,3696.0
Argentina,UPA! Una película argentina,2007,Comedy,6.2,3695.0
Denmark,De forbandede år,2020,Drama,6.5,3693.0
Hong Kong,Gong hei bat poh,2019,Comedy,5.3,3692.0
USA,Catch Me If You Can,1989,Action,6.1,3686.0
Ireland,The Front Line,2006,Action,6.5,3681.0
Argentina,Marilyn,2018,Drama,6.6,3676.0
USA,Suits,1999,Comedy,4.1,3676.0
China,Ji quan bu ning,2006,Comedy,6.2,3671.0
Hungary,Örök tél,2018,Drama,7.4,3671.0
Mexico,Espacio interior,2012,Drama,6.6,3664.0
Japan,Gimî hebun,2005,Thriller,5.7,3661.0
Germany,Die Mitte der Welt,2016,Drama,7.2,3656.0
USA,Bird of Prey,1995,Crime,4.8,3652.0
Argentina,Respira: Transgenesis,2019,Thriller,7.2,3640.0
UK,The Last Minute,2001,Drama,5.7,3639.0
India,Abhiyude Katha Anuvinteyum,2018,Drama,7.6,3631.0
Chile,La Telenovela Errante,2017,Comedy,6.6,3624.0
France,Vincent n'a pas d'écailles,2014,Comedy,6.2,3623.0
UK,Moon Dogs,2016,Comedy,6.6,3616.0
Romania,Aniversarea,2017,Drama,6.8,3616.0
India,Theevandi,2018,Comedy,6.6,3614.0
India,Naa Nuvve,2018,Romance,4.2,3606.0
USA,It Stains the Sands Red,2016,Drama,5.5,3599.0
France,"Jeannette, l'enfance de Jeanne d'Arc",2017,History,5.7,3592.0
Austria,Struggle,2003,Drama,5.7,3590.0
UK,Cuckoo,2009,Drama,3.7,3587.0
UK,Hyena,2014,Crime,6.1,3586.0
Germany,Hirngespinster,2014,Drama,6.5,3577.0
USA,Hide Your Smiling Faces,2013,Drama,6.0,3576.0
USA,Happy Here and Now,2002,Drama,5.0,3574.0
USA,I'm Reed Fish,2006,Comedy,5.7,3567.0
Poland,Wilkolak,2018,Drama,6.0,3564.0
Sweden,Pojkarna,2015,Crime,6.1,3561.0
USA,The Last Film Festival,2016,Comedy,4.0,3558.0
Turkey,Devir,2013,Drama,6.0,3555.0
Brazil,Antônia,2006,Drama,6.4,3550.0
USA,Fourplay,2018,Comedy,4.6,3550.0
India,Jada,2019,Drama,5.6,3542.0
Turkey,Genco,2017,Drama,4.4,3541.0
Turkey,Kümes,2015,Drama,6.0,3541.0
Iran,Shabhaye Zayendeh-Rood,1990,Drama,6.6,3536.0
Netherlands,Steekspel,2012,Comedy,6.1,3533.0
USA,Macao,1952,Adventure,6.7,3530.0
France,Notre jour viendra,2010,Drama,6.2,3528.0
UK,The Roads Not Taken,2020,Drama,4.9,3518.0
USA,When the Party's Over,1992,Comedy,4.9,3514.0
Estonia,Teesklejad,2016,Drama,5.6,3509.0
USA,Locker 13,2014,Thriller,4.8,3496.0
USA,Blood and Bone,2009,Action,6.7,3492.0
USA,Death of a Ghost Hunter,2007,Horror,4.5,3490.0
UK,Strangeways Here We Come,2018,Comedy,4.5,3473.0
Indonesia,Kebun Binatang,2012,Drama,6.2,3471.0
Georgia,Quchis dgeebi,2010,Drama,7.7,3463.0
South Africa,Bunny Chow: Know Thyself,2006,Comedy,4.8,3458.0
USA,Short Eyes,1977,Drama,7.0,3456.0
USA,Aftermath,2013,Crime,5.1,3451.0
Canada,Clifton Hill,2019,Drama,5.7,3449.0
USA,Jesse James,1939,Biography,7.0,3444.0
Argentina,Glue,2006,Drama,6.4,3439.0
India,Mental Madhilo,2017,Comedy,7.4,3435.0
USA,Scenic Route,2013,Drama,6.5,3434.0
USA,Mahogany Sunrise,2014,Crime,7.8,3432.0
USA,The Mark of Zorro,1940,Action,7.5,3424.0
India,Peranbu,2018,Drama,9.0,3417.0
Panama,Más que hermanos,2017,Drama,7.9,3410.0
India,Amazon Obhijaan,2017,Action,4.7,3403.0
USA,The Happy Poet,2010,Comedy,6.1,3400.0
Switzerland,Mario,2018,Drama,7.4,3394.0
Japan,Tamala 2010: A Punk Cat in Space,2002,Animation,6.5,3386.0
USA,Rottentail,2018,Comedy,3.5,3383.0
Brazil,Educação Sentimental,2013,Drama,6.1,3381.0
Argentina,Próxima Salida,2004,Drama,6.5,3380.0
Colombia,Porfirio,2011,Comedy,6.4,3376.0
India,Karingunnam 6's,2016,Drama,5.5,3375.0
Japan,Koi no mon,2004,Romance,6.8,3374.0
USA,Prince Valiant,1954,Action,6.2,3373.0
Japan,Tenshi,2005,Fantasy,6.2,3365.0
Portugal,A Vingança de Uma Mulher,2012,Biography,6.1,3361.0
USA,American Fork,2007,Comedy,6.2,3359.0
USA,Amanda & Jack Go Glamping,2017,Comedy,4.5,3352.0
Singapore,Bad Match,2017,Thriller,5.5,3351.0
USA,Followers,2017,Thriller,3.7,3350.0
Slovenia,Kruh in mleko,2001,Drama,7.1,3349.0
USA,Fashion Victim,2008,Thriller,3.1,3346.0
India,One Day: Justice Delivered,2019,Action,5.5,3340.0
Australia,Swerve,2011,Crime,5.3,3338.0
France,Mon père avait raison,1936,Comedy,6.6,3337.0
Turkey,Borç,2018,Drama,6.4,3334.0
UK,Overlord,1975,Drama,7.1,3333.0
India,Nartanasala,2018,Drama,3.8,3323.0
Cuba,La muerte de un burócrata,1966,Comedy,7.7,3323.0
Spain,Desechos,2010,Comedy,4.2,3318.0
Turkey,Son Çikis,2018,Comedy,6.2,3315.0
Switzerland,Jeune homme,2006,Comedy,6.4,3313.0
Serbia,Biser Bojane,2017,Action,6.7,3311.0
France,Milla,2017,Drama,6.0,3304.0
Italy,Sono pazzo di Iris Blond,1996,Comedy,6.2,3303.0
USA,Drunk Wedding,2015,Comedy,4.6,3301.0
USA,Looking Through Lillian,2001,Drama,5.1,3300.0
USA,The Scarlet Empress,1934,Drama,7.6,3299.0
USA,Burning Bodhi,2015,Drama,4.9,3289.0
India,Vijay Superum Pournamiyum,2019,Comedy,7.2,3288.0
USA,Axe Giant: The Wrath of Paul Bunyan,2013,Action,3.5,3287.0
USA,Burning Palms,2010,Comedy,5.3,3271.0
USA,I Love Your Work,2003,Drama,5.3,3264.0
India,Aruvam,2019,Comedy,4.3,3263.0
Belgium,Calvaire,2004,Horror,6.2,3260.0
USA,Justice,2017,Drama,4.0,3259.0
USA,Windsor Drive,2015,Mystery,3.0,3256.0
USA,Sex Sells: The Making of 'Touché',2005,Comedy,4.8,3252.0
Poland,Mistrz,2005,Drama,6.3,3244.0
USA,Devil Girl,2007,Thriller,3.7,3244.0
Mexico,Club sándwich,2013,Comedy,6.3,3242.0
Hungary,Viharsarok,2014,Drama,6.9,3241.0
India,Iruttu,2019,Drama,5.0,3241.0
Japan,Matsugane ransha jiken,2006,Comedy,6.0,3240.0
UK,On the Road,2016,Drama,5.8,3237.0
Canada,Gooby,2009,Family,3.1,3234.0
USA,As Cool as I Am,2013,Comedy,5.8,3234.0
Ireland,The Race,2009,Comedy,6.0,3234.0
USA,The Work and the Story,2003,Comedy,5.7,3233.0
France,Lacombe Lucien,1974,Drama,7.7,3228.0
Brunei,Yasmine,2014,Action,6.0,3225.0
Belgium,Hors les murs,2012,Drama,6.6,3223.0
France,L'enfant lion,1993,Family,6.3,3218.0
France,Le roi danse,2000,Drama,6.9,3203.0
Romania,Kino Caravan,2009,Drama,6.8,3202.0
France,De particulier à particulier,2006,Drama,5.5,3202.0
India,Salala Mobiles,2014,Comedy,3.9,3196.0
UK,Moulin Rouge,1952,Biography,7.1,3188.0
USA,After the Wizard,2011,Family,2.8,3184.0
Greece,Too Much Info Clouding Over My Head,2017,Comedy,6.4,3181.0
USA,Detroit 9000,1973,Crime,6.4,3179.0
USA,Apart,2011,Drama,5.4,3161.0
Canada,Shelby,2014,Comedy,4.7,3152.0
Rwanda,Munyurangabo,2007,Drama,6.7,3148.0
Australia,The Boys,1998,Crime,7.1,3146.0
USA,Balls to the Wall,2011,Comedy,3.8,3140.0
USA,Four Eyed Monsters,2005,Comedy,6.2,3135.0
Germany,Snowman's Land,2010,Comedy,6.1,3128.0
USA,"Family Romance, LLC",2019,Drama,6.8,3126.0
USA,American Zombie,2007,Comedy,5.0,3126.0
USA,The Girl on the Train,2014,Action,4.3,3124.0
India,Thiruthani,2012,Action,1.3,3123.0
USA,Brando Unauthorized,2010,Drama,3.5,3123.0
USA,Thursday,1998,Action,7.2,3121.0
India,Hawaa,2019,Crime,7.0,3118.0
USA,BrainWaves,1982,Sci-Fi,4.7,3111.0
USA,Nowhere Man,2005,Comedy,3.7,3105.0
USA,The Feud,1989,Comedy,5.8,3102.0
USA,Sex and the Future,2020,Comedy,1.9,3101.0
USA,Oxygen,1999,Crime,6.1,3088.0
Costa Rica,Hombre de fe,2017,Biography,6.1,3079.0
Spain,Ander,2009,Drama,7.1,3079.0
Canada,She Never Died,2019,Action,5.0,3078.0
USA,Spiral,2007,Drama,6.4,3072.0
India,Dum Laga Ke Haisha,2015,Comedy,7.5,3064.0
Luxembourg,Barrage,2017,Drama,6.0,3064.0
UK,Shopping,1994,Action,5.4,3061.0
UK,The Last Witness,2018,History,5.5,3058.0
USA,Money,2016,Crime,5.5,3041.0
Brazil,Mulher do Pai,2016,Drama,6.7,3034.0
USA,The Reluctant Debutante,1958,Comedy,6.8,3030.0
Germany,Fremde Haut,2005,Drama,7.0,3025.0
India,Su Su Sudhi Vathmeekam,2015,Drama,7.7,3021.0
Italy,Likemeback,2018,Drama,5.2,3015.0
Romania,15,2005,Action,5.7,3013.0
India,101 Weddings,2012,Comedy,4.5,3001.0
India,Zokkomon,2011,Action,4.1,3000.0
USA,The Lie,2011,Drama,5.1,3000.0
Japan,11·25 jiketsu no hi: Mishima Yukio to wakamono-tachi,2012,Drama,6.0,2999.0
India,Kanaa,2018,Drama,7.8,2997.0
Argentina,Las hijas del fuego,2018,Drama,5.2,2978.0
Turkey,Rauf,2016,Drama,7.0,2973.0
USA,Philadelphia Experiment II,1993,Action,4.5,2970.0
USA,Dog Lover's Symphony,2006,Comedy,2.6,2968.0
USA,Mercy,1995,Crime,5.4,2967.0
France,Le silence,2004,Drama,5.8,2954.0
Bangladesh,Nabab,2017,Comedy,7.5,2945.0
USA,The Parallax View,1974,Drama,7.1,2942.0
UK,13 Graves,2019,Horror,4.9,2938.0
South Korea,Du Bunui Gyulhonsikgwa Han Bunui Jangryesik,2012,Comedy,6.3,2928.0
UK,The Comedian,2012,Drama,5.5,2921.0
Israel,Once I Was,2010,Drama,7.2,2920.0
Portugal,No Quarto da Vanda,2000,Drama,7.2,2912.0
India,Valliyum Thetti Pulliyum Thetti,2016,Action,3.3,2911.0
Turkey,içerdekiler,2018,Drama,6.0,2910.0
Belgium,Drôle de père,2017,Drama,6.6,2909.0
Japan,Sensei to mayoi neko,2015,Comedy,6.3,2906.0
India,Majnu,2016,Comedy,6.4,2906.0
India,Yoddha The Warrior,2014,Action,3.9,2903.0
Canada,Le problème d'infiltration,2017,Drama,6.6,2903.0
USA,Demons,2017,Horror,4.8,2900.0
Austria,New York November,2011,Drama,5.5,2897.0
Italy,Quei loro incontri,2006,Drama,6.8,2895.0
France,La voie lactée,1969,Drama,7.5,2893.0
Canada,"On the Other Hand, Death",2008,Crime,6.3,2892.0
Romania,Beyond America,2008,Drama,3.8,2889.0
West Germany,Taxi zum Klo,1980,Comedy,6.5,2878.0
UK,The Darkest Universe,2016,Comedy,5.5,2875.0
West Germany,Fitzcarraldo,1982,Adventure,8.1,2874.0
West Germany,Stroszek,1977,Comedy,7.9,2874.0
West Germany,Nosferatu: Phantom der Nacht,1979,Drama,7.5,2874.0
West Germany,Jeder für sich und Gott gegen alle,1974,Biography,7.8,2874.0
West Germany,Herz aus Glas,1976,Drama,7.1,2874.0
India,Gurkha,2019,Action,4.9,2870.0
Australia,Harmony,2018,Fantasy,5.4,2867.0
France,La famille Wolberg,2009,Drama,5.8,2867.0
France,Cet obscur objet du désir,1977,Comedy,7.9,2864.0
Italy,Caro diario,1993,Biography,7.3,2856.0
Romania,Heads and Tails,2019,Drama,3.7,2853.0
India,Thimiru Pudichavan,2018,Action,5.4,2841.0
USA,Three Days of Rain,2002,Drama,5.5,2841.0
Romania,Europolis,2010,Drama,6.1,2839.0
New Zealand,Heaven,1998,Crime,6.5,2838.0
Turkey,Sokagin Çocuklari,2019,Drama,6.4,2833.0
Thailand,Present Perfect,2017,Romance,6.2,2831.0
Belgium,Seule à mon mariage,2018,Drama,6.4,2829.0
France,Boudu sauvé des eaux,1932,Comedy,7.4,2805.0
USA,Lower Learning,2008,Comedy,4.0,2804.0
India,Pretham,2016,Comedy,6.5,2804.0
Bulgaria,Children of Wax,2007,Action,3.8,2797.0
Russia,Okraina,1998,Drama,7.8,2797.0
USA,Approaching Midnight,2013,Crime,4.2,2795.0
Belgium,De Premier,2016,Thriller,6.2,2793.0
Soviet Union,Taksi-blyuz,1990,Comedy,7.4,2792.0
Canada,Zoom,2015,Animation,6.1,2784.0
Argentina,La ley de la frontera,1995,Adventure,6.1,2781.0
USA,Lush,2000,Comedy,5.0,2763.0
USA,The Blue Tooth Virgin,2008,Comedy,5.4,2762.0
USA,Excision,2012,Comedy,6.1,2757.0
Brazil,Como Fazer Um Filme de Amor,2004,Comedy,5.7,2748.0
UK,Romans,2017,Drama,5.3,2741.0
Hong Kong,Beiqíng chéngshì,1989,Drama,7.9,2737.0
USA,Telling You,1998,Comedy,4.6,2735.0
India,Abrahaminte Santhathikal,2018,Action,7.5,2735.0
USA,Johnny Got His Gun,1971,Drama,7.9,2735.0
Canada,The Lesser Blessed,2012,Drama,6.2,2732.0
Serbia,Rekvijem za gospodju J,2015,Drama,7.2,2713.0
USA,Julia,2014,Horror,4.5,2710.0
Hungary,Eichmann,2007,Biography,5.9,2706.0
UK,Burning Men,2019,Drama,4.2,2702.0
UK,Mum & Dad,2008,Horror,5.9,2698.0
USA,The Boys in the Band,1970,Drama,7.6,2695.0
Turkey,The Pigeon Thieves,2018,Drama,6.1,2692.0
Switzerland,Inspecteur Lavardin,1986,Crime,6.6,2685.0
USA,I Shot a Man in Vegas,1995,Drama,4.1,2684.0
UK,Division 19,2017,Action,4.5,2680.0
Denmark,Holiday,2018,Crime,5.7,2678.0
USA,Catfight,2016,Comedy,5.8,2666.0
Netherlands,Vreemd bloed,2010,Drama,6.7,2666.0
USA,Restitution,2011,Crime,3.6,2664.0
UK,Gangsters Gamblers Geezers,2016,Comedy,5.0,2662.0
USA,Duck,2005,Drama,6.0,2657.0
Taiwan,Ni luo he nu er,1987,Crime,7.1,2640.0
Argentina,Los miembros de la familia,2019,Comedy,6.3,2638.0
USA,Body,2015,Crime,5.2,2634.0
Philippines,Alpha: The Right to Kill,2018,Crime,6.1,2632.0
USA,Refuge,2012,Drama,5.9,2631.0
UK,Daylight Robbery,2008,Crime,6.0,2629.0
India,Jayantabhai Ki Luv Story,2013,Action,5.3,2628.0
Germany,Ein Leben lang kurze Hosen tragen,2002,Crime,6.9,2609.0
USA,Sparrows Dance,2012,Comedy,6.7,2602.0
UK,Conspiracy of Silence,2003,Crime,6.4,2598.0
Mexico,Acorazado,2010,Comedy,6.7,2596.0
USA,Carl,2012,Horror,2.7,2592.0
USA,Jake Squared,2013,Comedy,4.6,2592.0
Japan,Dead or Alive: Final,2002,Action,5.7,2591.0
UK,Hammer of the Gods,2013,Action,4.5,2590.0
USA,Take Me,2017,Comedy,6.1,2583.0
USA,The Incredible Shrinking Man,1957,Horror,7.6,2580.0
Romania,Moon Hotel Kabul,2018,Drama,6.5,2577.0
USA,McCanick,2013,Crime,4.7,2572.0
USA,Hayride 2,2015,Action,2.9,2571.0
USA,Deadly Daphne's Revenge,1987,Drama,3.0,2570.0
India,Munthiri Monchan,2019,Comedy,8.1,2568.0
France,Jeanne la Pucelle I - Les batailles,1994,Biography,7.1,2562.0
India,Oru Muthassi Gadha,2016,Comedy,6.3,2560.0
Canada,Ginger Snaps,2000,Drama,6.8,2554.0
UK,Kids in Love,2016,Drama,5.2,2553.0
India,Jihne Mera Dil Luteya,2011,Comedy,7.3,2551.0
Spain,Finisterrae,2010,Fantasy,6.4,2550.0
USA,Lazarat,2019,Action,5.0,2548.0
Australia,Burke & Wills,1985,Adventure,6.1,2546.0
USA,Cassadaga,2011,Horror,5.3,2544.0
UK,Whatever Happened to Harold Smith?,1999,Comedy,6.4,2543.0
France,Robert Mitchum est mort,2010,Drama,5.4,2542.0
USA,Two-Bit Waltz,2014,Comedy,5.1,2540.0
Canada,The Con Artist,2010,Comedy,4.8,2538.0
USA,Miles,2016,Comedy,5.7,2537.0
France,Deux hommes dans Manhattan,1959,Crime,6.7,2527.0
Brazil,Another Forever,2016,Drama,5.2,2523.0
UK,Twenty8k,2012,Thriller,4.8,2517.0
UK,Connect,2019,Drama,5.7,2511.0
USA,New York City Serenade,2007,Comedy,5.0,2509.0
USA,Swing,2003,Comedy,5.4,2509.0
Portugal,Praça Paris,2017,Drama,6.7,2506.0
Brazil,Pendular,2017,Drama,6.5,2505.0
Thailand,Mekong Hotel,2012,Drama,6.2,2502.0
Japan,Seishun zankoku monogatari,1960,Crime,6.9,2496.0
Germany,Chico,2001,War,6.9,2495.0
Romania,Carol I,2009,Biography,6.9,2493.0
USA,Roberta,1935,Comedy,7.1,2493.0
India,Thoppil Joppan,2016,Comedy,5.7,2483.0
USA,Green Dolphin Street,1947,Adventure,6.8,2482.0
UK,Gun Shy,2017,Action,4.1,2480.0
USA,The Wait,2013,Drama,4.8,2480.0
India,Aandavan Kattalai,2016,Drama,8.1,2476.0
UK,Breaking Glass,1980,Drama,6.9,2471.0
France,Le choc du futur,2019,Drama,6.1,2469.0
Lithuania,Nuo Lietuvos nepabegsi,2016,Crime,4.3,2464.0
UK,The Truth Commissioner,2016,Drama,5.7,2464.0
USA,Motocross Kids,2004,Action,3.9,2462.0
Romania,Dragoste 1: Câine,2018,Drama,6.3,2462.0
Romania,Cateva conversatii despre o fata foarte inalta,2018,Drama,5.9,2450.0
Germany,Berlin-Alexanderplatz - Die Geschichte Franz Biberkopfs,1931,Crime,6.7,2447.0
USA,The Ghastly Love of Johnny X,2012,Comedy,5.6,2436.0
India,Nela Ticket,2018,Action,4.5,2435.0
Spain,Al final todos mueren,2013,Comedy,5.0,2425.0
UK,Perfect 10,2019,Drama,6.0,2422.0
France,Avoir 20 ans dans les Aurès,1972,Drama,7.0,2422.0
USA,L.A. Slasher,2015,Comedy,3.3,2421.0
USA,Zig Zag,2002,Drama,5.9,2418.0
India,Ek Hazarachi Note,2014,Drama,7.3,2404.0
UK,The Incident,2015,Drama,4.5,2401.0
Italy,Rosso Mille Miglia,2015,Comedy,4.7,2400.0
India,Ramante Edenthottam,2017,Comedy,6.0,2383.0
USA,The Devil Is a Woman,1935,Comedy,7.0,2375.0
UK,Break My Fall,2011,Drama,3.7,2372.0
Mexico,Daniel & Ana,2009,Drama,6.2,2372.0
USA,Scissors,1991,Horror,5.2,2368.0
Germany,12 Meter ohne Kopf,2009,Adventure,5.4,2366.0
Canada,Familia,2005,Drama,7.1,2365.0
USA,The Village Barbershop,2008,Comedy,6.9,2359.0
Yugoslavia,Oberst Redl,1985,Biography,7.6,2357.0
France,Une femme douce,1969,Drama,7.5,2356.0
USA,2177: The San Francisco Love Hacker Crimes,2019,Sci-Fi,1.5,2350.0
USA,Vellaipookal,2019,Crime,7.2,2349.0
Colombia,La sombra del caminante,2004,Drama,7.0,2347.0
USA,Who Shot Patakango?,1989,Comedy,4.5,2343.0
USA,The Killing Jar,2010,Crime,5.8,2339.0
Turkey,Yük,2012,Drama,5.6,2328.0
UK,Lotus Eaters,2011,Drama,5.1,2325.0
UK,Casino Royale,1967,Comedy,5.2,2324.0
UK,The Hide,2008,Thriller,7.0,2313.0
USA,The Happy House,2013,Comedy,4.4,2311.0
Spain,Esa sensación,2016,Comedy,5.1,2310.0
UK,Prapancha Pash,1929,Adventure,6.5,2306.0
USA,Goldie,2019,Drama,5.3,2302.0
Portugal,Comboio de Sal e Açucar,2016,Adventure,6.2,2293.0
France,Pas de repos pour les braves,2003,Comedy,6.0,2279.0
Philippines,The Panti Sisters,2019,Comedy,5.9,2272.0
Colombia,Malcriados,2016,Comedy,6.1,2272.0
Germany,Madonnen,2007,Drama,6.2,2271.0
USA,The Pool Boys,2009,Comedy,4.7,2269.0
Brazil,Joaquim,2017,Biography,6.6,2256.0
Australia,Red Christmas,2016,Horror,4.3,2255.0
India,Udhaharanam Sujatha,2017,Drama,7.3,2252.0
UK,Treacle Jr.,2010,Drama,6.9,2248.0
Italy,Uccellacci e uccellini,1966,Comedy,7.3,2248.0
Italy,Edipo Re,1967,Drama,7.4,2248.0
Italy,Mamma Roma,1962,Drama,7.8,2248.0
USA,Memoria,2015,Biography,5.1,2242.0
USA,You Wont Miss Me,2009,Comedy,4.9,2240.0
India,Darvinte Parinamam,2016,Action,5.3,2239.0
Ireland,Kissing Candice,2017,Drama,5.2,2238.0
Romania,Ivana the Terrible,2019,Drama,6.7,2232.0
France,Le plaisir (et ses petits tracas),1998,Drama,5.0,2229.0
South Africa,Son of Man,2006,Drama,6.5,2228.0
Soviet Union,Aleksandr Nevskiy,1938,Action,7.6,2226.0
France,Le vieux fusil,1975,Drama,7.7,2225.0
USA,After Everything,2018,Comedy,6.3,2222.0
USA,Virgil Bliss,2001,Crime,5.8,2219.0
USA,Side Effects,2005,Comedy,4.9,2216.0
Colombia,Alias María,2015,Drama,6.1,2208.0
France,Notre paradis,2011,Crime,6.0,2206.0
UK,Last Summer,2018,Drama,5.8,2205.0
UK,Life Just Is,2012,Drama,3.7,2200.0
USA,Road to Paloma,2014,Drama,6.1,2191.0
India,Swapna Sanchari,2011,Comedy,6.0,2188.0
Italy,Il bosco fuori,2006,Horror,4.5,2186.0
Argentina,Taekwondo,2016,Comedy,6.5,2186.0
Ireland,The Other Side of Sleep,2011,Drama,5.5,2179.0
India,Ustad Hotel,2012,Comedy,8.3,2178.0
Kazakhstan,Zhauzhürek myng bala,2012,Action,6.5,2172.0
Mexico,Una mujer sin amor,1952,Drama,6.5,2163.0
Argentina,La extranjera,2008,Drama,4.6,2161.0
Germany,Oray,2019,Drama,6.5,2161.0
Germany,Die Vierhändige,2017,Drama,6.2,2155.0
USA,The 4th Tenor,2002,Comedy,5.3,2152.0
USA,Better Living,1998,Comedy,4.4,2147.0
USA,The Velocity of Gary,1998,Comedy,5.0,2143.0
Australia,Pawno,2015,Comedy,7.0,2142.0
USA,Georgetown,2019,Biography,5.8,2132.0
Czechoslovakia,Ikarie XB 1,1963,Sci-Fi,7.0,2130.0
Spain,Ellos robaron la picha de Hitler,2006,Comedy,3.4,2120.0
USA,Missionary,2013,Drama,5.3,2120.0
South Korea,Sisily 2km,2004,Comedy,6.6,2119.0
Croatia,Love Island,2014,Comedy,5.5,2110.0
Bulgaria,Cat in the Wall,2019,Drama,5.5,2108.0
France,Le plaisir,1952,Comedy,7.7,2097.0
France,Le roman de Renard,1937,Animation,7.8,2094.0
France,Soleil battant,2017,Drama,6.2,2087.0
Australia,Dead Europe,2012,Drama,5.3,2084.0
Turkey,91.1,2016,Comedy,6.4,2081.0
USA,Clown Motel: Spirits Arise,2019,Horror,5.2,2080.0
Brazil,A Erva do Rato,2008,Drama,6.1,2077.0
USA,Dayveon,2017,Drama,6.4,2077.0
USA,Rubberneck,2012,Drama,5.3,2075.0
USA,Red Flag,2012,Comedy,5.5,2075.0
Germany,Murder.com,2008,Crime,3.5,2070.0
India,Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,Action,5.9,2070.0
Brazil,"Policarpo Quaresma, Herói do Brasil",1997,Comedy,6.0,2064.0
South Korea,Saibi,2013,Animation,6.9,2060.0
France,Double messieurs,1986,Drama,6.7,2049.0
USA,Stano,2019,Drama,5.5,2049.0
Soviet Union,Neokonchennaya pyesa dlya mekhanicheskogo pianino,1977,Drama,7.9,2047.0
France,Blockbuster,2018,Comedy,5.5,2044.0
Russia,Blizkie,2017,Drama,5.6,2043.0
Italy,Blanka,2015,Drama,7.0,2042.0
Slovakia,Koza,2015,Drama,6.4,2038.0
Italy,Alla rivoluzione sulla due cavalli,2001,Comedy,6.5,2038.0
Canada,Angels Crest,2011,Drama,5.8,2037.0
Poland,Zacma,2016,Drama,5.6,2035.0
Portugal,John From,2015,Drama,6.4,2031.0
USA,The Bad and the Beautiful,1952,Drama,7.8,2025.0
USA,The Tenants,2005,Crime,5.2,2010.0
Spain,Tercer grado,2015,Action,5.8,2009.0
USA,Beautiful Joe,2000,Comedy,5.8,2009.0
Italy,Francesca,2015,Crime,5.2,2008.0
USA,The Night of the Hunter,1955,Crime,8.0,2001.0
USA,Enemies of Laughter,2000,Comedy,5.5,2000.0
